clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log,cluster,PCA1,PCA2,cluster_label
2deeebd6-eb5f-4846-8065-9ff8b881d2d0,41,7,5757.42,822.49,3.737669618283368,6.713551406253133,1,0.4218691378420764,-0.2644334539722867,Loyal Customers
2e0d6b56-d89d-4a32-9fdb-2e31b35ff8e5,49,6,7069.04,1178.17,3.912023005428146,7.072566080134512,1,0.4410147337156157,-0.0684360910360704,Loyal Customers
2e10c600-3918-44a9-8aa3-b8acd854cefb,142,9,7233.14,803.68,4.962844630259907,6.690444682860371,1,0.6332967033944538,0.9266482431475607,Loyal Customers
2e49860e-add0-47b3-aa17-e58947de6d8f,105,9,10042.13,1115.79,4.663439094112067,7.018213777813291,4,1.297020323109402,1.0344134534971685,Loyal High-Value Customers
2e5686e5-9e14-486b-92fa-dc981fe6fada,28,5,2455.15,491.03,3.367295829986474,6.198539690243127,2,-0.45711982745930024,-1.0575118679487592,"Moderate Spend, Low Frequency"
2e5bed96-a903-443d-9933-cefd26cb5f69,45,13,10127.97,779.07,3.828641396489095,6.659383659246666,4,2.326323378605188,0.760597248729709,Loyal High-Value Customers
2e67b63f-231f-4a76-96eb-14c5627992a9,48,13,8455.0,650.38,3.8918202981106265,6.47909318926977,4,1.972184629126263,0.6147702426768634,Loyal High-Value Customers
2e813944-1b5e-4ee2-95fd-cdd94f4582a2,18,6,6874.08,1145.68,2.9444389791664403,7.044626089538707,0,0.7482647942352624,-0.7767530842803609,Loyal High-Value Customers
2e98a8c1-fe36-4e70-9940-1aef478f7a6b,470,4,3094.47,773.62,6.154858094016418,6.652372586525277,3,-1.5053711694998542,0.9148755845018262,New Customers
2eaf4860-ab8d-4d11-a799-b9f262f7d6eb,3,10,8417.76,841.78,1.3862943611198906,6.736705951226061,0,2.3250655620413667,-1.3973725202228398,Loyal High-Value Customers
2eb99cad-5855-41aa-af1f-8688d042792a,79,2,917.86,458.93,4.382026634673881,6.131074303990473,2,-1.6599291865709545,-0.7444056145220197,"Moderate Spend, Low Frequency"
2ec1efe2-efdf-497c-a711-6170f0678c78,482,1,317.41,317.41,6.180016653652572,5.763339860512214,3,-2.600133553526518,0.3850224822484364,New Customers
2eed20f2-d0bf-4964-940c-364662a9ebc4,362,5,3453.65,690.73,5.8944028342648505,6.539195706069815,3,-1.1626136674964656,0.8482035618117005,New Customers
2f16486d-c61b-4bbe-9b65-731ae5ad103f,529,1,894.9,894.9,6.272877006546167,6.797828799603533,3,-2.518880305333462,0.5166706956599528,New Customers
2f4f193f-c9c9-4059-b143-a5b480bddd19,43,3,1344.91,448.3,3.784189633918261,6.107690816076114,2,-1.1831152473259072,-1.0425775654449003,"Moderate Spend, Low Frequency"
2f541e34-e3e9-4acb-b606-29f2db89d9ff,640,1,907.86,907.86,6.46302945692067,6.812191066914349,3,-2.5842867361876856,0.6529822565568222,New Customers
2f5568fd-f3f8-437b-bc10-baf40c3f8457,13,2,1885.15,942.58,2.639057329615259,6.849681151887105,2,-0.8451598101562321,-1.8701065934620367,"Moderate Spend, Low Frequency"
2f6ff452-e07f-4a46-a9d3-9c463362d7e3,138,3,2847.17,949.06,4.934473933130692,6.856525140494948,3,-1.2965918807007417,-0.055749809984789817,New Customers
2f9d4ec5-d30f-483f-8dd4-5e669d679a4b,2,10,7262.77,726.28,1.0986122886681096,6.589311547813603,0,2.199005794341816,-1.732969675656156,Loyal High-Value Customers
2fcfff5e-873b-4abf-a743-36f51471c069,80,13,9353.29,719.48,4.394449154672439,6.5799176565532616,4,1.9705326286780247,1.0735339416413716,Loyal High-Value Customers
2fdf5290-034e-4d4e-bbe7-87fbd8c03852,212,2,1140.96,570.48,5.3612921657094255,6.348229486996957,3,-1.9657782380103725,-0.024598995855864662,New Customers
2fee92e6-602d-4905-95d9-f9df6025a7c7,4,3,1576.0,525.33,1.6094379124341005,6.265928392445249,2,-0.35989630587543714,-2.5583365474859225,"Moderate Spend, Low Frequency"
301a3a61-443c-4fa2-b275-f5faee32d4db,138,3,2222.16,740.72,4.934473933130692,6.608971813459182,3,-1.4204580933756734,-0.12696651656613853,New Customers
30217331-b905-4d71-8720-eea4a71b4840,337,2,556.26,278.13,5.823045895483019,5.631677623121245,3,-2.246721439187249,0.236201479917205,New Customers
3029c0cc-c287-4831-a27d-7794164fb5af,124,6,6451.77,1075.3,4.8283137373023015,6.9812845122702525,1,-0.008869211446030228,0.5109599667094232,Loyal Customers
3032f5d7-e56d-4ef2-bfa3-21362d8339f7,234,6,2776.74,462.79,5.459585514144159,6.139431863571309,3,-0.9628611521070247,0.5398363023490947,New Customers
305a193b-eb4c-476a-ba94-2c7ef8e94983,335,8,6330.9,791.36,5.817111159963204,6.675015833994481,1,-0.029359030358004082,1.3525058344430128,Loyal Customers
3061e300-fc0f-41cd-986c-53ed2f738e42,25,9,5765.3,640.59,3.258096538021482,6.463949470395929,0,0.9518021180131854,-0.4494211919741734,Loyal High-Value Customers
30a233bb-b9d5-4a9a-af30-c09fb18ed8fa,235,1,922.68,922.68,5.4638318050256105,6.828365691312623,3,-2.2241607914860353,-0.053848218938857204,New Customers
30ee9503-bd54-4ecc-a005-44f08b2e09d2,13,12,11063.15,921.93,2.639057329615259,6.827553391973575,4,2.7584395434679054,-0.05345059228359535,Loyal High-Value Customers
310193d0-c2d8-4dbd-b0cd-57fe5c034ea2,706,1,442.1,442.1,6.561030665896573,6.093795478205444,3,-2.7116253932309347,0.6694027650518127,New Customers
3120eefd-833a-4cfa-aee1-447e4d29ba2a,398,5,5888.57,1177.71,5.988961416889864,7.072175899119501,1,-0.7138568738744908,1.1927006590471219,Loyal Customers
31344fec-2ae2-4910-8cf9-12aa335d0b1c,335,3,1545.96,515.32,5.817111159963204,6.246726728303652,3,-1.8699906389976058,0.42185146869555534,New Customers
31506d48-de54-4091-9674-31c76c772cc5,498,1,614.52,614.52,6.212606095751519,6.422467439003985,3,-2.5529014044200835,0.44198543843635996,New Customers
316a410f-0021-47cb-b510-c4a097998cb5,41,13,13671.84,1051.68,3.737669618283368,6.95909457231172,4,3.0611775491724433,1.0998961847171889,Loyal High-Value Customers
31b880fb-5e94-4111-9b25-ffb73ccc61ad,125,7,5224.78,746.4,4.836281906951478,6.616600517051383,1,-0.07641812496101541,0.45388780293365205,Loyal Customers
31d6c57c-7b74-49a6-b88e-16303913c82f,33,7,2406.1,343.73,3.5263605246161616,5.842761501937652,2,-0.1667668754233659,-0.7961360594311054,"Moderate Spend, Low Frequency"
31da3d2f-8224-453a-90e1-5cf85e8246b2,61,3,1347.1,449.03,4.127134385045092,6.109314247208909,2,-1.3052756406620483,-0.799149992862522,"Moderate Spend, Low Frequency"
320bc3cd-75cd-47f2-81b8-3e21b5f08554,158,5,3759.79,751.96,5.068904202220232,6.6240121055389976,3,-0.8068462964429273,0.2977354202708289,New Customers
3241cfcd-ebc0-47fc-b5b7-f242df3b597f,42,6,2667.52,444.59,3.7612001156935615,6.099399246709551,2,-0.3773751717766966,-0.6769135923784176,"Moderate Spend, Low Frequency"
32423ac8-a669-44ad-bb70-10c5be02899d,20,5,2505.1800000000003,501.04,3.044522437723423,6.218679797792245,2,-0.3318211004566484,-1.2806859674494098,"Moderate Spend, Low Frequency"
32922daf-6e85-4612-b0cf-1df42d4f6d26,23,6,6101.93,1016.99,3.1780538303479458,6.9255853738795095,0,0.5117263373536574,-0.6990821395402183,Loyal High-Value Customers
32aa8382-246a-49e3-b206-b40105a79346,101,12,13326.45,1110.54,4.624972813284271,7.013501720161129,4,2.4970700856146277,1.6126299030884717,Loyal High-Value Customers
32bc9246-5ac5-4e1c-a5ca-2da14a809fa4,118,1,1067.55,1067.55,4.77912349311153,6.9740578682362,3,-1.9506834733261915,-0.5228595186889199,New Customers
32bdf98a-d375-417a-8dee-6df30f041c64,217,7,7186.83,1026.69,5.384495062789089,6.9350688441175965,1,0.11645349820982942,1.066184819607106,Loyal Customers
32c6bbdc-cb18-4829-8daf-76e724d170f9,80,4,1703.82,425.96,4.394449154672439,6.056690332025689,2,-1.151670626855165,-0.491866886115715,"Moderate Spend, Low Frequency"
32f9d460-e896-455c-8dca-7f1b2610334c,43,13,12467.33,959.03,3.784189633918261,6.8669645339736105,4,2.8058346466886097,0.9956351926028809,Loyal High-Value Customers
332c035a-73d2-4a78-8758-cb3e34fdd513,170,3,1189.48,396.49,5.14166355650266,5.985169776545233,3,-1.699182730454129,-0.09771945245954204,New Customers
333d8aad-d070-4dd0-8215-6c6d907f481f,297,11,8473.73,770.34,5.697093486505405,6.648129262090512,4,0.9736197235962741,1.7428281917005004,Loyal High-Value Customers
334663ff-df44-4be2-889e-b2e76a5c3ec2,54,9,6653.41,739.27,4.007333185232471,6.607014984516082,1,0.8599763253698308,0.1830491912601024,Loyal Customers
33645efa-0a16-4e2c-8900-8c06478352a5,67,1,296.95,296.95,4.219507705176107,5.696925687192988,2,-1.9033540721028515,-1.0074823458652036,"Moderate Spend, Low Frequency"
336bbecf-f9d9-4d86-ad37-6a4c957e6b1f,24,7,3388.98,484.14,3.218875824868201,6.184437509077075,2,0.13794131197476997,-0.9021756225157163,"Moderate Spend, Low Frequency"
337d739f-e88f-416f-ab84-14bbd706b6a6,48,6,5450.55,908.42,3.8918202981106265,6.81280703367162,1,0.12747988020085818,-0.2671802830641272,Loyal Customers
338b4d07-4b25-4ef5-9cf7-352ca835f09b,347,1,278.83,278.83,5.8522024797744745,5.634182275926246,3,-2.490593844800206,0.14817736637267026,New Customers
33aa9f58-1e9f-4e41-9620-7692c0fdd813,152,6,4594.99,765.83,5.030437921392435,6.642265134036853,1,-0.44910549731756505,0.4427131900312538,Loyal Customers
33d0fdbf-25b1-4bee-8338-7a436494defa,52,5,3871.89,774.38,3.970291913552122,6.653353231765155,2,-0.39190281546463157,-0.46850422799800107,"Moderate Spend, Low Frequency"
33dccb4a-4bf4-4b53-aed1-3bccd9995dea,73,9,7712.18,856.91,4.304065093204169,6.754499198881191,1,0.963731850750756,0.514099698145597,Loyal Customers
33e241cf-18b0-424a-a606-5143a6d82712,96,8,2854.71,356.84,4.574710978503383,5.880085959124592,1,-0.27415212177754256,0.07544053432251295,Loyal Customers
33fb35b8-3cce-421d-9409-b83230be5f37,3,11,8821.98,802.0,1.3862943611198906,6.688354713946762,0,2.583642790718141,-1.2742267456534653,Loyal High-Value Customers
3417400c-50dd-4eed-ae63-6b04195e1935,20,11,9306.73,846.07,3.044522437723423,6.741783335865274,4,2.086935652340973,-0.04316219787112484,Loyal High-Value Customers
341801a1-f0bb-4d24-a6ed-d52cd36ddd6b,34,9,7330.93,814.55,3.555348061489413,6.703862732260039,4,1.1558228119585083,-0.060248116166313384,Loyal High-Value Customers
34282962-bff3-4b56-a6aa-17da2c71ef88,138,7,11603.21,1657.6,4.934473933130692,7.413729152017103,4,1.152575533678947,1.2503042134895868,Loyal High-Value Customers
343a9e4e-3729-4bae-9690-d35a5b9e56d9,691,3,1051.32,350.44,6.539585955617669,5.862038999667524,3,-2.2262869444557842,0.8777880214162149,New Customers
34402973-67a2-44ba-9126-66c5767645c0,1,4,4549.68,1137.42,0.6931471805599453,7.037396615138535,0,0.7354552884712556,-2.7921447218621127,Loyal High-Value Customers
345c0575-d6ed-4916-bdb6-6a99fbab5417,75,9,6692.04,743.56,4.330733340286331,6.612793439877455,1,0.7520244302333693,0.4167700762723695,Loyal Customers
347c6f36-c4c7-4813-82ff-be8f9d190ac4,225,5,3214.69,642.94,5.420534999272286,6.467605554062111,3,-1.0405751879323528,0.4849612560559942,New Customers
3481671a-653f-4424-a0ee-1994fbbab55b,178,6,2488.26,414.71,5.187385805840755,6.029987901778734,3,-0.9227281372320464,0.31395190841966214,New Customers
3490956f-01e4-4f52-9178-3135e9e92d8d,53,5,5263.4400000000005,1052.69,3.9889840465642745,6.960053568193171,2,-0.12280356602624798,-0.29668982348351775,"Moderate Spend, Low Frequency"
3490e2f2-72d8-49d5-b4fd-19870298af41,9,10,5961.73,596.17,2.302585092994046,6.3922018299759165,0,1.510771067899452,-1.0274938004295728,Loyal High-Value Customers
3491956c-7ffe-4111-9a38-56d45ace585c,47,11,6878.07,625.28,3.8712010109078903,6.439797555443322,4,1.3100995893946112,0.26629228098126884,Loyal High-Value Customers
349221ee-c6be-426b-bd5f-9c77c955f0fd,516,2,1408.47,704.24,6.248042874508429,6.558538170412559,3,-2.229754192192733,0.6346667589863626,New Customers
34937b66-838c-40c3-9d17-30cdf180383e,124,9,10696.46,1188.5,4.8283137373023015,7.081288329743012,4,1.3677585767534957,1.2258816680368592,Loyal High-Value Customers
34ae62ee-a768-4d08-ab9d-59377f57e0d8,32,7,4812.91,687.56,3.49650756146648,6.534602460341219,1,0.3208931044691461,-0.5430606969815155,Loyal Customers
34f1838e-fc0b-4aa8-be97-62c5cb9d2153,74,9,8208.95,912.11,4.31748811353631,6.8168563552653145,4,1.057384701547779,0.5802222134417199,Loyal High-Value Customers
34f29b2f-490d-441f-8ed9-906c75d2f813,209,7,6775.9400000000005,967.99,5.3471075307174685,6.876254291920075,1,0.04838731415860331,0.9928549434739026,Loyal Customers
353e35af-d471-4067-863a-4f9b8bc44a45,47,10,7567.47,756.75,3.8712010109078903,6.630353515937912,4,1.268259000940488,0.2677589360554115,Loyal High-Value Customers
35523daa-d75a-4dda-ac03-3c25849a272c,24,5,3048.46,609.69,3.218875824868201,6.414589465442984,2,-0.28647946394191515,-1.095150070578411,"Moderate Spend, Low Frequency"
3572be45-7018-4966-a484-e3d084538a05,7,2,2273.3,1136.65,2.079441541679836,7.036720010263136,2,-0.5681861249421122,-2.222695759175083,"Moderate Spend, Low Frequency"
3587115e-10dd-4c3a-9a89-d2c6f5d17139,5,11,6328.07,575.28,1.791759469228055,6.356593653693272,0,1.9444488786670218,-1.2708846169125634,Loyal High-Value Customers
3590158f-df30-4a57-b1d4-454f5427f68f,80,5,4875.900000000001,975.18,4.394449154672439,6.883646995638174,1,-0.3445512381898514,-0.0533375601179605,Loyal Customers
35bb437a-fb6a-4aa7-93dc-0b335fe85e15,661,2,1897.22,948.61,6.495265555937008,6.8560513739898,3,-2.221268463782604,0.8656599876298117,New Customers
35ff38f0-59be-410b-9a52-a91ed1fbc04f,49,11,5153.95,468.54,3.912023005428146,6.151753492037362,1,0.953815842189742,0.09878397670618101,Loyal Customers
36156b14-58bb-42c7-a6e3-b01df9136b44,180,8,6587.610000000001,823.45,5.198497031265826,6.714716497346977,1,0.24265598457915974,0.9431047302504073,Loyal Customers
36271306-fc8c-4c9b-b935-fd4479d9d44a,8,1,1917.75,1917.75,2.19722457733622,7.559429211335507,2,-0.8592223708834397,-2.2567772891388156,"Moderate Spend, Low Frequency"
363716f8-d5c9-4ec3-86a9-aaf93adc88a4,407,6,3720.31,620.05,6.0112671744041615,6.431411593990203,3,-0.9730746219019504,1.0385421848441978,New Customers
363be5f1-bbcf-4b6c-b480-45e9d4a35d45,266,2,1825.69,912.84,5.58724865840025,6.817655501425691,3,-1.9108505048414905,0.2136455549181872,New Customers
366a135a-6369-44e8-a3f0-9a83ab920625,97,7,3261.32,465.9,4.584967478670572,6.146115101976891,1,-0.3757032651135934,0.051957470984341746,Loyal Customers
36940089-964a-499f-8f17-8a53a815a2fb,88,6,4069.35,678.22,4.48863636973214,6.520945080971139,1,-0.35959740142416685,-0.0013658301265221061,Loyal Customers
36a980c2-7089-466e-bcba-ea931b848d59,224,6,5042.46,840.41,5.41610040220442,6.735079056039444,1,-0.49828961726609444,0.7671687836751877,Loyal Customers
36bcfa72-fe3d-44c4-ae7f-31829b49b5a4,22,12,13972.44,1164.37,3.1354942159291497,7.060793912143211,4,3.157546571067772,0.6300656632252823,Loyal High-Value Customers
36c76d27-8d8d-4eaa-9ad9-6f66b9e08e87,21,10,8159.15,815.92,3.091042453358316,6.705541170848957,4,1.6644075052686913,-0.21802327050193024,Loyal High-Value Customers
36f40bd2-8cea-40ca-acc9-73ab7451b57d,126,6,3944.56,657.43,4.844187086458591,6.489858213330882,1,-0.511429369139645,0.23653175798692827,Loyal Customers
36f4bf7b-e88d-4f72-97ca-e3ced71ab146,152,6,5177.76,862.96,5.030437921392435,6.761526471436053,1,-0.33361052482021286,0.5091168637235349,Loyal Customers
36feed11-fa54-4bb2-9d6c-47ac7bb366d1,148,11,8610.47,782.77,5.003946305945459,6.664115609962851,4,1.2485025062839497,1.2669066187341576,Loyal High-Value Customers
37010ffc-06e1-487c-8374-9c8d18ff9bfb,131,12,9592.16,799.35,4.882801922586371,6.685049131992707,4,1.6648305115391273,1.36995012145439,Loyal High-Value Customers
370daa70-871a-4274-a922-672535710021,33,7,5607.85,801.12,3.5263605246161616,6.687258222608833,1,0.46776480636086654,-0.43131295212588916,Loyal Customers
372abf15-b301-4121-abb0-29ff8d9eae28,391,2,651.1700000000001,325.59,5.971261839790462,5.788705561574039,3,-2.280895510398357,0.3521141496382639,New Customers
379c1646-1b39-4281-ad4f-f60a8ecb44d4,88,7,7394.780000000001,1056.4,4.48863636973214,6.96356834380135,1,0.47791331492182526,0.45463694742280736,Loyal Customers
37d0c15c-6b07-4b53-8904-c6e6dfbfee60,115,5,3493.24,698.65,4.7535901911063645,6.550580210001723,2,-0.7469548180309517,0.043778000197809884,"Moderate Spend, Low Frequency"
37d68077-175c-49dc-968a-7bc454314355,44,8,8953.26,1119.16,3.80666248977032,7.021226811228887,4,1.209034074352955,0.2257252254222238,Loyal High-Value Customers
37dbac67-bd87-4cc6-a51e-fc12ae111348,280,3,3254.36,1084.79,5.638354669333745,6.990063111629714,3,-1.4675140949269865,0.4897608527734364,New Customers
37dc62a3-d955-430f-bbdb-b4328ccedd83,190,11,7670.0,697.27,5.25227342804663,6.548605847451244,4,0.9733466463775619,1.335830652516667,Loyal High-Value Customers
37f110e6-2c0a-4b16-8cae-d6f02e21e8cd,81,4,816.54,204.14,4.406719247264253,5.323692672879265,2,-1.331900494338315,-0.5842673472340931,"Moderate Spend, Low Frequency"
3810cf43-83eb-43db-b3a8-e6b840372946,169,8,5312.99,664.12,5.135798437050262,6.499967475504327,1,0.012461486709021124,0.7534094469194427,Loyal Customers
381d6cb4-8302-4a7d-95cc-4388296758cc,242,9,5292.22,588.02,5.493061443340548,6.378460138932485,1,0.059100178406174625,1.081460712507093,Loyal Customers
3820296c-ab43-4f72-a74e-9b89e9c416b6,78,7,6495.57,927.94,4.3694478524670215,6.834044151152212,1,0.3423123850549896,0.267661391019592,Loyal Customers
382eba1f-ea7d-4463-839c-15ff68858bba,210,9,5366.52,596.28,5.351858133476067,6.392386015166274,1,0.1243019096415996,0.9898012360234644,Loyal Customers
383fddcb-d028-4e8c-9698-8683ca629c01,124,2,640.38,320.19,4.8283137373023015,5.772032848337646,3,-1.874457734042807,-0.4595661851552697,New Customers
384fe74a-e0da-43a3-9664-4a896098de4f,46,12,11127.32,927.28,3.8501476017100575,6.833333411414558,4,2.338221593832993,0.8126309215059444,Loyal High-Value Customers
386d32f0-f978-4fbf-8c33-690f10348765,2,10,6421.6,642.16,1.0986122886681096,6.466393526876211,0,2.0323003942429816,-1.8288167134236046,Loyal High-Value Customers
38aa3b62-0e10-4d41-ad7f-52b727f2ee82,185,6,6192.85,1032.14,5.225746673713202,6.940357987526149,1,-0.20225530964719113,0.7632723069034285,Loyal Customers
38bc3c9e-9398-41ef-8acd-bbba2660b891,17,10,10672.33,1067.23,2.8903717578961645,6.973758352139651,4,2.2342113740863034,-0.07395240514624236,Loyal High-Value Customers
38d26e3a-16d0-4959-be40-67b6266f6abd,60,9,4830.27,536.7,4.110873864173311,6.287300783815632,1,0.46164811497747665,0.048731133423849216,Loyal Customers
38ddd154-0e56-476e-a6f7-5d971c44a2cc,19,10,12067.22,1206.72,2.995732273553991,7.096489563548282,4,2.4729907135662663,0.15969809192892745,Loyal High-Value Customers
38ef0f1c-72f7-4f02-9af9-2b8d8158678f,73,7,2950.81,421.54,4.304065093204169,6.046284116872089,1,-0.3368252210715509,-0.18260809384784343,Loyal Customers
38f01613-f1e9-494c-9eda-158e8b209068,31,10,10390.48,1039.05,3.4657359027997265,6.947024067902837,4,1.9726748623865284,0.30191607634368006,Loyal High-Value Customers
38f18f43-a3e7-4b90-94c1-62fa689c1e28,139,9,7010.77,778.97,4.941642422609304,6.659255457405512,1,0.5968060749096386,0.886276081488397,Loyal Customers
3905ba47-6443-499a-8d39-f3978b6bcd4f,399,3,732.2,244.07,5.991464547107982,5.501543884021888,3,-2.09359094780917,0.452759568412663,New Customers
39141ff8-0986-47aa-a108-4eb4f6eea4b6,45,2,988.41,494.2,3.828641396489095,6.2049617213703865,2,-1.4481256190127825,-1.1287656743032706,"Moderate Spend, Low Frequency"
3929cb6b-72ac-4f7e-a60e-879e6667f2fa,441,7,4502.47,643.21,6.091309882077698,6.468024759906079,1,-0.6682095200108141,1.2615096271824275,Loyal Customers
3972ff11-013f-4fea-8e74-132b58e0adb3,137,2,791.86,395.93,4.927253685157205,5.983759942722429,3,-1.8798056348631569,-0.37214867346535385,New Customers
399065b2-251e-4ee7-af28-1381021862fa,172,13,7026.06,540.47,5.153291594497779,6.294287663244266,4,1.238048013014381,1.3464440592676286,Loyal High-Value Customers
39b02413-a656-49ae-a4ce-425d0398e2c4,151,8,6969.65,871.21,5.0238805208462765,6.771030220603202,1,0.38079088838031727,0.8628177575292835,Loyal Customers
39faf4cb-ca98-45e7-951c-b393ee23b849,4,9,5740.91,637.88,1.6094379124341005,6.459716643314911,0,1.5363238299284845,-1.6212444785854625,Loyal High-Value Customers
3a33788f-8162-4c49-8806-6616c4d83138,131,5,5644.2,1128.84,4.882801922586371,7.029831308760809,1,-0.3668616621009624,0.38049143612144376,Loyal Customers
3a44b66b-bd37-43d8-8289-4884cbeb2f3c,445,2,441.57,220.78,6.100318952020064,5.40168589952507,3,-2.3685693998742243,0.41974415625572914,New Customers
3a5b198c-e994-446b-aded-196717255a4b,87,5,2379.64,475.93,4.477336814478207,6.16736972959532,2,-0.8688972819008776,-0.27899902360216083,"Moderate Spend, Low Frequency"
3a81e9b4-aedc-4185-9dac-0dbf472582a1,495,1,588.65,588.65,6.206575926724928,6.379529140535979,3,-2.555872753793492,0.43476176273766814,New Customers
3a983861-5ed6-4be9-970a-326e6242baed,156,4,2382.1400000000003,595.54,5.056245805348308,6.391146297127079,3,-1.2538155090613805,0.054696336215618924,New Customers
3aaefb68-d9cb-4145-9350-01d6d7699862,38,5,2652.33,530.47,3.6635616461296463,6.275646752162638,2,-0.523949977826645,-0.824965653997287,"Moderate Spend, Low Frequency"
3ab234f2-d6a6-4e3c-afd2-eba20da2f67d,34,12,11030.33,919.19,3.555348061489413,6.824580170459538,4,2.4243835178561297,0.5925405665986299,Loyal High-Value Customers
3ad94b5c-0c0a-4e21-8bdf-c4e5e310414a,27,9,10496.35,1166.26,3.332204510175204,7.062414400959348,4,1.8629229100475853,0.14220694151497287,Loyal High-Value Customers
3b38cc4a-b5b9-4a0d-9fcb-45e0cdb96111,212,8,5463.21,682.9,5.3612921657094255,6.52781170810405,1,-0.0383760252760436,0.9304211647767427,Loyal Customers
3b3ee8b2-a6a0-44dd-af08-97b67a402ea4,18,6,7110.6,1185.1,2.9444389791664403,7.07842589303523,0,0.7951389828432446,-0.7498028347793599,Loyal High-Value Customers
3b4b80a2-3142-49d9-97f2-e125aa746431,103,11,9565.47,869.59,4.6443908991413725,6.769171142720963,4,1.56629937031892,1.1207675542268194,Loyal High-Value Customers
3bdc3627-75c2-4885-9184-e233cd63c90a,7,9,8070.6,896.73,2.079441541679836,6.799869354941021,0,1.8300133713780282,-1.0225141987694957,Loyal High-Value Customers
3be30288-eefd-4b41-96d8-effedf2975b7,705,1,510.18,510.18,6.559615237493242,6.236721778667303,3,-2.697627129039578,0.6761564709472916,New Customers
3c135dd1-c8d4-4acb-b8e7-615c963c69e0,85,7,6155.26,879.32,4.454347296253507,6.78028547773621,1,0.24451931905740615,0.2890859826987056,Loyal Customers
3c44501b-4533-4c66-be49-84004157af42,116,9,7246.339999999999,805.15,4.762173934797756,6.6922698294097485,1,0.707647612478499,0.7858591188722988,Loyal Customers
3c71251e-68b4-4369-8b9a-7a73657ce668,33,7,3607.54,515.36,3.5263605246161616,6.246804196638508,2,0.07133783099120367,-0.6592380898704655,"Moderate Spend, Low Frequency"
3c8fd342-4f77-45aa-bb6a-621afec716fc,126,6,5628.91,938.15,4.844187086458591,6.844975210859429,1,-0.17762022157557164,0.428454862785723,Loyal Customers
3ccb4ee6-76ea-438d-a88d-299880270ceb,556,1,1807.7,1807.7,6.322565239927284,7.500363634163469,3,-2.355741409276963,0.6559129408786376,New Customers
3d15ce0f-1450-4bbe-9db6-a3590ab137f1,57,14,8126.87,580.49,4.060443010546419,6.365593774906293,4,2.0253441851748955,0.7740368187807679,Loyal High-Value Customers
3d1aeaa0-8684-4da5-a208-113f09099e10,19,15,12199.09,813.27,2.995732273553991,6.702292006335501,4,3.391464023600493,0.5601588273465081,Loyal High-Value Customers
3d1deb15-541e-425d-993f-a1a936d82c0f,112,4,3530.94,882.73,4.727387818712341,6.784151586120189,2,-0.9085844059655179,-0.04759303067632675,"Moderate Spend, Low Frequency"
3d2dd380-5890-4ac3-a345-949a3248360b,153,1,420.34,420.34,5.0369526024136295,6.0434401086983245,3,-2.171116983779464,-0.41378225555067777,New Customers
3d3a8ae5-2fc2-4782-852d-3bb9b6ebd1a4,94,7,4407.9,629.7,4.553876891600541,6.446830313669605,1,-0.13735673617374367,0.16055845840393004,Loyal Customers
3e0050e4-a880-4c45-a59b-43c90ddd3ca4,277,4,1665.5,416.38,5.627621113690637,6.033997077826685,3,-1.6000939949232835,0.3781942749753496,New Customers
3e1e6c7f-fbd9-48b8-b14b-598000c197e1,59,8,5061.1900000000005,632.65,4.0943445622221,6.451496751528073,1,0.3348535141487261,-0.013764403545449133,Loyal Customers
3e5ce452-f676-4332-b840-a69cfe7de67f,43,4,3833.77,958.44,3.784189633918261,6.866349780923466,2,-0.5113982903397138,-0.681897679088926,"Moderate Spend, Low Frequency"
3e9d9a5a-8f93-4fd6-b71c-a90cd80b5ca6,207,11,8284.32,753.12,5.337538079701318,6.625551506538383,4,1.0646142445530238,1.466289435702208,Loyal High-Value Customers
3eacc7f5-df23-4771-9c2c-ae09b0c3c13a,70,5,3707.21,741.44,4.262679877041316,6.609942059330898,2,-0.5290611446744935,-0.27993985731409426,"Moderate Spend, Low Frequency"
3eb4a73c-eb2e-405d-be46-65514f9b3d51,385,5,2916.4500000000003,583.29,5.955837369464831,6.370397434917958,3,-1.2910388044237668,0.830554853822699,New Customers
3ef32a06-16de-40cb-a363-65e2db6fbc40,149,3,1269.72,423.24,5.010635294096256,6.0502993328288746,3,-1.636441125740713,-0.18148709138318858,New Customers
3efaee5d-551f-4778-99d2-98354fe1969e,126,8,4701.95,587.74,4.844187086458591,6.377984660048374,1,-0.004392142161698692,0.4770064196023129,Loyal Customers
3efb32ea-8344-4197-a69a-64d91018afe8,100,2,2169.63,1084.82,4.61512051684126,6.990090740900165,3,-1.4951753391374882,-0.4364887056884116,New Customers
3f41fb19-092f-4155-a7dd-e2f36772eb00,50,8,9844.71,1230.59,3.9318256327243257,7.116061296498057,4,1.3409613224530743,0.4160531051694942,Loyal High-Value Customers
3f73e7c4-7ebb-4877-abc3-a879d5476f0a,140,9,7753.23,861.47,4.948759890378168,6.75980036569189,1,0.7414045321009006,0.9759225289607564,Loyal Customers
3facfe15-aad7-4005-8b8a-97b425b5973d,100,14,12202.23,871.59,4.61512051684126,6.771465800619259,4,2.634726588473652,1.6317185415548998,Loyal High-Value Customers
3fbafc8d-0d9d-43e2-8373-9507274b5fa2,47,6,3599.41,599.9,3.8712010109078903,6.398428531339882,2,-0.23201327742006514,-0.4927291496301844,"Moderate Spend, Low Frequency"
