clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log
45df44c8-5276-4b5a-910a-c0d919b080a8,180,5,3575.38,715.08,5.198497031265826,6.573791892562683
460da6b3-5f79-418b-9e77-5f838a13d8d8,184,9,11385.63,1265.07,5.220355825078325,7.143672893434645
465649c1-0932-410e-bcbe-c47c2abd2048,563,1,1595.9,1595.9,6.335054251498059,7.375819528846821
467b8844-acb4-4551-9b2b-ffc0e57914d3,239,3,3804.56,1268.19,5.480638923341991,7.146134180699117
46822705-29b0-4ad0-abda-e4427fb07cff,184,2,1829.26,914.63,5.220355825078325,6.819612352941376
4689421d-5622-42ee-acfc-fa0a895838cc,426,1,707.36,707.36,6.056784013228625,6.562952439040599
468cf2c9-c993-4517-9e46-36e661a2f0e6,156,4,6325.55,1581.39,5.056245805348308,7.366691641333818
46a6011b-0c02-43cc-b8c7-9623b1a56849,13,8,6070.450000000001,758.81,2.639057329615259,6.633068402025168
470a0572-b74c-4a20-b16c-fb9c81c969d8,118,10,9607.09,960.71,4.77912349311153,6.868712949917468
4735b949-091a-4fa8-a8f3-2990ddac59a4,119,4,2929.12,732.28,4.787491742782046,6.597527620760814
4794551d-7b44-4e18-908f-14086ddf23f7,43,2,658.6099999999999,329.3,3.784189633918261,5.800001332396744
479c5bde-e5f6-4585-9f1c-5f4b79e10e0b,35,11,7126.92,647.9,3.58351893845611,6.4752786216271225
47bb12e6-2ad2-43c8-8d27-438ec6b3f6cd,240,2,2068.34,1034.17,5.484796933490655,6.942320943419446
47cc9d6f-53ab-4d05-b9bb-cbf294688640,84,8,2509.39,313.67,4.442651256490317,5.751524470641622
4811c12e-3f51-4bb7-9852-973a586f1b5c,68,3,887.2,295.73,4.23410650459726,5.692822634419859
4822b5f0-111e-441a-ac8e-c77ef844b523,104,11,4768.95,433.54,4.653960350157523,6.074288000307095
4840ad04-9110-42fb-b9da-183133ece6f6,4,6,3407.47,567.91,1.6094379124341003,6.343722249383799
48755a81-a272-4971-b03c-04d96677e404,513,2,1990.26,995.13,6.2422232654551655,6.903877771155685
487d8417-b4ee-475d-b933-73ff1b15170e,45,10,9235.53,923.55,3.828641396489095,6.829307132652995
48823b20-982f-436a-8c26-aa8e82bdb93a,78,10,6192.34,619.23,4.3694478524670215,6.430090376989552
48bdb8f9-eed6-4872-857c-8bebfc32df86,261,7,4523.32,646.19,5.568344503761097,6.472639914450622
48c602dd-6871-4db1-ac2f-e67d8110c79d,126,3,1721.72,573.91,4.844187086458591,6.354213506807414
48db89d7-51d9-4715-bc43-85bb2cddaf90,22,12,9842.13,820.18,3.1354942159291497,6.71074233024518
4906ed24-179e-4322-83e2-166572b0dcbb,69,8,7978.76,997.34,4.248495242049359,6.906093899655471
49228dc0-41d9-465b-a6d3-046cc3dcc985,33,4,1760.74,440.18,3.5263605246161616,6.089452955436186
492d1987-a367-4d9f-a3f7-641fd7e30f0e,261,1,1240.45,1240.45,5.568344503761097,7.124035330274944
493678fb-278f-41fe-b048-307fae7458ff,18,11,5921.41,538.31,2.9444389791664403,6.290290544726434
49577986-9f32-4439-99f0-b380ec1938ef,19,14,7708.04,550.57,2.995732273553991,6.312768757202979
4977faa6-f600-4355-9030-6746b5d6f788,80,14,11341.64,810.12,4.394449154672439,6.698416008644324
498d4203-ab1b-4b53-8163-190c0f549809,131,5,4832.51,966.5,4.882801922586371,6.874715424903937
49cfeeda-53ae-4b2e-8a36-18c2ceec4406,10,6,3867.26,644.54,2.3978952727983707,6.470087175833873
49ddc0a0-aa7c-4eaa-94da-5b5fe7510c41,4,10,8403.35,840.34,1.6094379124341003,6.734995858891869
49deed88-421b-4258-a40b-faf60cb874ff,1,12,9124.99,760.42,0.6931471805599453,6.635185111005569
49ea3832-5673-4879-b635-7c00cc11f2c1,728,1,1360.56,1360.56,6.591673732008658,7.216386380184301
49f3c27c-0892-4bf6-b05e-e23299730492,12,4,3375.59,843.9,2.5649493574615367,6.739218277158799
4a1aef5f-ba85-469e-ae58-c53872ca57f0,5,8,5933.95,741.74,1.791759469228055,6.610346050771774
4a1def51-9991-4c7b-aaaa-29fe3c709d9b,62,2,679.72,339.86,4.143134726391533,5.831471835797091
4a473c8e-3c02-407a-ac6c-71d58fcc511c,107,13,7236.21,556.63,4.68213122712422,6.323695660007647
4a679c7a-4d5b-4097-8afc-0875c81458da,115,6,7355.21,1225.87,4.7535901911063645,7.1122214896276175
4a6add35-42a9-44e0-911d-736eec7fb563,73,7,7634.53,1090.65,4.304065093204169,6.995445592109125
4a6e819b-b0b0-4540-9acd-f833d3d99a76,6,9,7381.42,820.16,1.9459101490553132,6.710717974752407
4a7a2867-00a7-445a-8c83-328c42649ac4,502,1,1004.32,1004.32,6.220590170099739,6.9130611777723185
4ab4c421-f2e4-46e5-b3d5-309affbb761c,63,11,10346.31,940.57,4.1588830833596715,6.847548694775804
4abb5595-1286-4616-9379-6a4dd1d0eae2,299,4,1317.49,329.37,5.703782474656201,5.800213238492864
4ae24b3b-2ca5-4c26-9f48-4381d9bd0e15,325,3,1853.34,617.78,5.786897381366708,6.427749797556032
4ae77c2a-2d39-4f24-a312-2723b33cec3b,408,1,122.25,122.25,6.013715156042802,4.814214812922799
4af7b755-aa4c-4ea0-927d-e48a7810b471,244,1,411.83,411.83,5.501258210544727,6.0230358859453
4b13c70f-4d55-4cf9-9b3a-baf17395f581,503,1,148.21,148.21,6.222576268071369,5.00535470965233
4b270107-8158-44f9-a8ee-c205a5622ae2,22,5,4941.35,988.27,3.1354942159291497,6.896967297397532
4b2d1c70-cfb3-4aeb-9d25-e67077fcc5be,121,6,5732.77,955.46,4.804021044733257,6.863238968873611
4b2dd381-f680-46e7-81d3-b1da5cc38bea,146,4,3487.62,871.9,4.990432586778736,6.771821001741304
4b39abfa-79b2-4adf-b8d0-dff59bac936f,122,12,8980.2,748.35,4.812184355372417,6.619206164091005
4b5068fe-cc99-451a-b8a3-21f5d49c173b,105,9,5693.98,632.66,4.663439094112067,6.451512532986438
4b54319d-cb30-49d8-868a-1796dc7ee9db,22,8,4809.139999999999,601.14,3.1354942159291497,6.400489976410904
4b60e92a-8c46-4bf4-8d70-0d0b97dce26a,15,8,7393.05,924.13,2.772588722239781,6.829934268178069
4b6eb98f-f954-4f97-8bdc-c43eb42cbc9f,73,4,3240.53,810.13,4.304065093204169,6.698428337200342
4b79842e-f0fc-49f4-a1b3-efed2ee712f3,715,1,578.08,578.08,6.573680166960646,6.361440637285843
4b7ac4f1-3e6e-48bb-a013-d86102b3342e,149,8,6398.48,799.81,5.0106352940962555,6.68562371543553
4b9243b9-03f3-4142-b13d-78d44ddf527a,315,1,685.55,685.55,5.755742213586912,6.531679055767761
4ba90abd-54ad-48d8-b84a-0e12e33b1957,31,12,10932.31,911.03,3.4657359027997265,6.815672884270153
4c0622a7-212c-4fab-a3f8-ba22120a79a7,1,7,5639.87,805.7,0.6931471805599453,6.6929518519429285
4c21b699-50dc-47bd-9b68-99ce6ddca5ec,56,3,871.4200000000001,290.47,4.04305126783455,5.674937084542365
4c2b5c53-ae85-467a-83c0-be5588d19b3f,67,10,11032.45,1103.25,4.219507705176107,7.006921650476636
4c4459b4-19cf-4f44-95c9-a9ca6d71a771,183,1,29.04,29.04,5.214935757608986,3.402529826895934
4c49a5d8-4862-4a6c-9a8e-8bd61a384440,181,3,1335.66,445.22,5.204006687076795,6.100812103943264
4c7eea0d-79f7-4956-95cc-eba956ed4262,519,5,4893.38,978.68,6.253828811575473,6.887225987729645
4c897632-5d1f-4112-846e-c542efe8f328,39,12,7325.7,610.48,3.6888794541139363,6.415882248132833
4c9f93bc-2bdb-4a43-8ca2-a40f0de4a3ee,57,9,5315.610000000001,590.62,4.060443010546419,6.382864536891312
4cf3160c-0b20-4c17-b793-5acdc25ad0d0,8,6,2718.08,453.01,2.1972245773362196,6.118119224230488
4cf80a66-bab6-4a58-8827-db25788d6a43,130,1,1359.5,1359.5,4.875197323201151,7.215607558223301
4d03dfcd-7e6b-4890-ac40-b7d1ae820230,99,2,1611.59,805.8,4.605170185988092,6.693075806080056
4d11e1ac-d3f4-4309-92b4-22d6cbdc52fd,15,4,1713.54,428.38,2.772588722239781,6.062342307741419
4d19f78f-6cd5-46fe-acc0-c8f14f27c7d6,156,7,3523.36,503.34,5.056245805348308,6.223250643803533
4d1a262e-9543-480a-b632-0edca698c35b,183,3,3801.11,1267.04,5.214935757608986,7.145227680240939
4d38dd44-ec27-4308-b801-6dc6cb214baa,14,8,6785.08,848.14,2.70805020110221,6.744224072599071
4d841343-1d6e-4694-b74a-adad5c2cadc0,80,11,8575.23,779.57,4.394449154672439,6.660024422032584
4da35f07-5250-40f8-b510-60f7464e2d0a,14,11,5586.73,507.88,2.70805020110221,6.232212232370549
4da73f6e-3fc6-4be3-8125-c6ac151798fc,117,1,757.6,757.6,4.770684624465665,6.631474629254798
4daca65d-ead8-460e-98ee-aff8bcfd2b2c,320,7,4524.62,646.37,5.771441123130016,6.4729180012154846
4de220ef-204e-41d8-98f6-d540003bd9eb,658,4,3812.09,953.02,6.490723534502507,6.8606846355891244
4df8b414-abd0-40f5-8d07-aa35cf270aa8,74,6,2438.12,406.35,4.31748811353631,6.009672766756651
4e28add3-f83d-47dc-aac0-3f681484c6f8,20,4,3449.69,862.42,3.044522437723423,6.760901247087513
4e31005d-7b6c-4776-a7fa-bd2e259a4b5a,23,11,6936.849999999999,630.62,3.1780538303479458,6.448287947491289
4e6a6242-0ad1-48b6-852f-8f1c0050d26d,162,10,6149.01,614.9,5.093750200806762,6.423084612692998
4e74f823-6dbe-47da-bd3e-2bbc9cbf82bf,11,6,4572.4400000000005,762.07,2.4849066497880004,6.637349770195581
4e8e9917-80a8-4ae8-bc35-e2bd0c7c258d,391,2,1790.56,895.28,5.971261839790462,6.798252864156976
4ea5179f-bbf5-439d-a399-aaaac268adf1,157,2,1290.73,645.36,5.062595033026967,6.471356624104047
4eab5072-de03-4681-ac2f-02f39d4ddddd,148,4,4578.47,1144.62,5.003946305945459,7.0437012541545485
4eaf4db4-6a11-441d-acb9-f48cd4714bac,162,8,4554.08,569.26,5.093750200806762,6.3460923971790875
4ebf6a81-8061-4fc0-a12b-5ba1d9e5ec47,416,1,1090.65,1090.65,6.0330862217988015,6.995445592109125
4efb4c73-5023-4c22-aa4f-d430aaf8b892,20,3,2026.82,675.61,3.044522437723423,6.517095036018647
4f27fbc4-90bb-4e61-b496-bf0a1484531f,175,1,1160.15,1160.15,5.170483995038151,7.057166172318833
4f475b25-8d3f-4fed-b7db-e2fd53e8c6d2,256,8,6370.04,796.26,5.54907608489522,6.681180848928467
4f49af4a-939e-4657-90cf-594d864341bd,56,8,6140.75,767.59,4.04305126783455,6.644557667377356
4f5f7356-4374-4b81-bb71-5e737385b289,329,1,1822.12,1822.12,5.799092654460526,7.508304598074516
4f662155-40cb-43ee-be97-cef50486c907,41,15,9227.02,615.13,3.7376696182833684,6.42345798022897
4f7f69f1-f1ba-4307-80d8-4ce82315815f,49,8,7493.95,936.74,3.912023005428146,6.843472725082157
4fcf06e7-5aca-4c2c-929e-48040961d5c6,83,4,2019.3,504.82,4.430816798843313,6.2261808747748075
4fdd341f-aab8-4752-99e5-e1613d482876,79,4,2834.84,708.71,4.382026634673881,6.564856435892426
50294a0a-cc5b-44d7-87b8-9595c9cb9cba,181,1,1191.24,1191.24,5.204006687076795,7.083589169640537
504c10ea-20b8-45a7-8f2d-061ced6c7a63,71,12,10856.72,904.73,4.276666119016055,6.808741248383175
5050040e-e564-4e26-a5c6-fb9c0d5c191e,144,1,412.7,412.7,4.976733742420574,6.025141073467366
50647922-8b58-47ea-9250-17e4e4fdf49d,14,13,9415.97,724.31,2.70805020110221,6.586599149672639
509d97f9-2c77-4db8-9df0-a4fd1fa60dce,14,7,5882.8,840.4,2.70805020110221,6.7350671711564205
51721b44-5d08-4349-98cd-8f52aa872b1d,36,9,7763.18,862.58,3.6109179126442243,6.761086539502634
51a36705-1e71-4314-b59d-71d343050247,24,11,9288.22,844.38,3.2188758248682006,6.739786230412583
51a483c2-b43a-47a5-8417-f0194a2c75ed,345,1,1417.05,1417.05,5.846438775057724,7.25703796740131
51c518be-732c-476b-8f62-ed0a21755870,84,3,4043.85,1347.95,4.442651256490317,7.207081791028634
51dcd47d-c7f9-46ee-af12-65af51c1e789,30,9,7583.0,842.56,3.4339872044851463,6.737631031643564
51ee21e5-b658-407a-acda-b01dbc18ff0a,39,5,3193.9300000000003,638.79,3.6888794541139363,6.461139997508931
51f70e0b-ceb1-406b-8293-3de4753d4ade,214,5,3200.71,640.14,5.3706380281276624,6.463247841809304
51fc2a42-eed5-4fa7-b30d-6e9fe1d3067b,2,14,8847.72,631.98,1.0986122886681096,6.450438826068406
52204f0f-19d9-48f5-88c8-fb26816c99ea,16,10,6762.84,676.28,2.833213344056216,6.518084776772613
525cb5be-2063-4018-9ed1-d27e8ab10814,38,4,3767.98,942.0,3.6635616461296463,6.849066282633458
529eaf1b-0754-4795-8b4a-613d6e96a3d5,32,2,1019.92,509.96,3.4965075614664802,6.236291309253334
52a7915c-3fe0-4d09-acac-017f53e17610,63,12,11599.98,966.66,4.1588830833596715,6.874880785908055
52b8f37b-144c-4c10-8213-e6ddfaf65fa8,315,5,2252.37,450.47,5.755742213586912,6.112508925466737
52da10e3-6a97-4180-8320-4ac3bda24800,15,11,9522.42,865.67,2.772588722239781,6.764658281487914
52e00838-4f6a-44a2-8c34-ca6016e9fcc3,325,2,2184.01,1092.01,5.786897381366708,6.996690637265518
52e8fc7c-8094-4d7b-ac26-00b9faeea70c,45,3,2458.3,819.43,3.828641396489095,6.709828593057685
52f4d693-32c6-4216-b29d-2b90638274f1,32,9,6545.17,727.24,3.4965075614664802,6.590630664197033
52f7ef6a-0b39-4303-bd89-9b7f133dcb07,262,8,6631.5,828.94,5.572154032177765,6.72135340902103
52fbfc3f-6566-4008-a435-21e5db26bec4,95,5,3478.26,695.65,4.564348191467836,6.5462831325596005
5338b5ba-e541-40d6-aa1c-1cbf2f22f2f7,107,4,2160.4,540.1,4.68213122712422,6.29360410464869
5351a792-8a25-4b64-9ae9-ebbc36c97986,202,10,6506.66,650.67,5.313205979041787,6.479538298827788
5362d79e-60f6-452b-a4d3-68a79e1c338e,38,8,7049.75,881.22,3.6635616461296463,6.782441458010102
537a5e60-52b3-4755-bd35-93438fd2a0c2,75,5,5332.53,1066.51,4.330733340286331,6.973084112740402
537e7a02-fee1-4e82-8884-1b4e2df493c2,115,5,4018.19,803.64,4.7535901911063645,6.690394972423655
53cfa7f9-3151-4a8f-9786-a3216552c2dc,73,4,5306.35,1326.59,4.304065093204169,7.191120547428177
53e230e5-5874-4d70-b7a0-8232263ee887,148,10,7163.53,716.35,5.003946305945459,6.575563866544399
53fa6790-2ba7-44d7-9074-bba708df3f27,45,7,6009.12,858.45,3.828641396489095,6.756292649774166
5420cb04-1cec-46f2-9832-c97f303c45e7,4,6,5048.72,841.45,1.6094379124341003,6.736314313284394
54315f9e-737f-48a7-86ee-ff1df6c4ed2b,364,5,3074.51,614.9,5.8998973535824915,6.423084612692998
543e85bb-4833-4e91-a078-260a389c1cd8,24,11,5911.389999999999,537.4,3.2188758248682006,6.288601778330518
54525f39-a633-403a-914f-ef80b82ecc85,108,5,2704.13,540.83,4.6913478822291435,6.294952299103682
5458ce6a-7d87-4b51-8af0-a8d941fb65ab,123,10,8115.1,811.51,4.820281565605037,6.700128221820461
54883b9f-a07c-4d79-bd02-cfdcabda223e,135,10,6027.07,602.71,4.912654885736052,6.403093950183991
5496cc9e-2fa5-4516-9165-77750067378b,2,5,5287.08,1057.42,1.0986122886681096,6.964532509069678
54ae5e00-dd31-4ad5-8961-ff86132128d6,73,4,1492.3,373.08,4.304065093204169,5.924469678283703
54d12cb9-7644-41f0-a6a8-4c3954385ece,120,13,7795.69,599.67,4.795790545596741,6.398045698874343
55226f2c-705c-433e-8d6a-97d63e799020,72,7,5138.05,734.01,4.290459441148391,6.59988410456246
5523c4b0-a95b-4aa5-8917-3119d5e3993b,2,11,8372.539999999999,761.14,1.0986122886681096,6.636130265845022
552886e8-3cd9-410b-ae94-a6930e8a00d9,102,4,3224.84,806.21,4.634728988229636,6.693583857466131
5546213f-f69c-4643-bb1b-ceb805be7b25,259,2,1951.12,975.56,5.560681631015528,6.8840361923615445
5567d77a-b8ca-46f5-ac3d-7a297f7707c7,49,9,9868.47,1096.5,3.912023005428146,7.000790144949327
5593d6c8-3302-44dc-83d0-c9146a4746ad,41,1,281.33,281.33,3.7376696182833684,5.643076599538806
55c4dd61-587d-4386-b74b-3546a6febbf7,26,5,5188.21,1037.64,3.295836866004329,6.945667444051998
55e1f644-227c-49c7-ad64-7aae903e47db,361,8,6349.87,793.73,5.891644211825771,6.6780024343279925
55ea74b7-cac4-4cee-b519-290d1a0141c5,317,4,1419.47,354.87,5.762051382780177,5.874565495622438
55fbb643-b2ea-4a82-a1c9-1f5edf1da02c,21,5,4853.03,970.61,3.091042453358316,6.878954489376411
560c2e9b-1554-4355-bb4e-bfb83246f80c,59,11,9330.05,848.19,4.0943445622221,6.744282953970788
5616147a-9e10-4eab-9f1a-d94f8da19a20,6,5,5063.69,1012.74,1.9459101490553132,6.921401741015988
5620f2fa-ed98-4016-81ca-6247b90c8dbc,101,4,3502.36,875.59,4.624972813284271,6.776039380208028
5623f209-3e3f-4149-80e6-1273566c64dc,26,4,3429.4300000000003,857.36,3.295836866004329,6.755023591908293
56343452-b9b5-4e9c-b338-890c596efa67,59,6,4016.55,669.42,4.0943445622221,6.507904381658441
563cd942-5cb1-4d06-b09c-c0b2e81390d9,28,10,6308.55,630.86,3.367295829986474,6.448667850620561
564bc493-757b-4a80-84b4-371505c86a5f,6,11,9491.41,862.86,1.9459101490553132,6.7614107186376
5667851c-7123-4466-992c-ef2a4c5c672a,199,6,5473.73,912.29,5.298317366548036,6.81705346433297
56979685-5313-4053-bf2d-d1565df4776a,97,7,3003.99,429.14,4.584967478670572,6.064110737092836
56b54224-09d8-4bb6-943e-9447d02ab098,54,8,5090.68,636.34,4.007333185232471,6.457303265139575
56baaf53-dd0d-4ada-8f1f-fd75cb3e5323,286,3,2013.96,671.32,5.659482215759621,6.510734417656636
56bcb87a-1c45-4d12-9431-eea79b9c7ae3,270,3,3347.56,1115.85,5.602118820879701,7.018267501779566
56dd4859-f696-480a-9088-471dae7369b9,53,8,5463.03,682.88,3.9889840465642745,6.527782463634908
5706ee6e-5215-4087-b7f1-9ca31abd47c0,47,1,698.02,698.02,3.8712010109078907,6.549679354127776
572424b3-2cee-48a6-b5dd-984bea71b0c4,22,4,2969.96,742.49,3.1354942159291497,6.611355315910633
572560cd-ddd0-46cb-9d3b-a7caab15369e,25,15,10007.6,667.17,3.258096538021482,6.504542632177264
5756f800-158d-4bfc-8866-fdddd0346c7d,60,3,4823.47,1607.82,4.110873864173311,7.383256270007227
57742618-9a35-4e99-af36-0de19e4625b8,530,1,483.39,483.39,6.274762021241939,6.182890367370057
57956e1e-3c84-4512-869e-fd1ce96a71bc,527,1,1271.43,1271.43,6.269096283706261,7.148683737088399
5795a985-bd31-41a2-b4a8-05f647c12c7e,285,5,3831.4,766.28,5.655991810819852,6.642851793419696
57d25fe2-eb50-4590-a174-29579cedff6c,318,4,3477.83,869.46,5.765191102784844,6.769021807549381
580c09e4-cad9-4afa-85f9-e4b516172262,120,1,581.88,581.88,4.795790545596741,6.3679813332602535
586c9565-811c-4ebc-a05b-5c47ae26fd69,104,1,1280.9,1280.9,4.653960350157523,7.156098631318089
5877a964-9bd8-4ebc-b231-58c146ebdf9b,91,9,4656.65,517.41,4.5217885770490405,6.2507664349754695
5889675f-af0c-4ce7-8acf-96475dc84b80,40,5,1980.47,396.09,3.713572066704308,5.98416295524646
58daed5a-b52b-427d-a2b8-81574a93d73e,116,13,9195.38,707.34,4.762173934797756,6.562924204410823
58ee92a6-9461-4948-a1d2-b74c99634695,36,8,6081.78,760.22,3.6109179126442243,6.634922409380562
58f23d05-09ef-4295-9f72-bc015d682cb2,41,7,4288.41,612.63,3.7376696182833684,6.419392140644062
590f969a-cbf9-4cfd-b89a-cc2e12cfda22,139,2,2150.86,1075.43,4.941642422609304,6.981405289144416
59586c44-9d6a-4691-8578-b06f052cfd9f,52,10,7444.34,744.43,3.970291913552122,6.613961233082605
596cb465-7ac9-49f5-8f1e-ee06fc4c970c,557,1,458.36,458.36,6.324358962381311,6.129834216372754
5989cf06-05fb-4524-924e-f71dda84b489,156,4,1598.04,399.51,5.056245805348308,5.992738734985712
59925bee-ebab-4203-9b48-55364b0138e8,10,8,6831.32,853.92,2.3978952727983707,6.75100789730761
59b73e09-23c1-4912-b094-ce0998cfea0d,78,4,2285.03,571.26,4.3694478524670215,6.3495934335598525
59c2a306-62fb-4b71-be79-4b7badca7262,6,4,3409.24,852.31,1.9459101490553132,6.749122904681651
59dc3bcf-bcef-4307-89e0-f9d04e821b33,137,6,4846.53,807.76,4.927253685157205,6.6955022104991
59ec757b-873b-40c5-9626-cb48820d35ee,183,8,4836.11,604.51,5.214935757608986,6.406071078133402
59fe940e-a853-4462-bf41-8fe1649b5eed,4,6,6928.95,1154.82,1.6094379124341003,7.052565327765804
5a15a78f-ddfe-4069-8324-94603d1e94ff,2,11,9689.29,880.84,1.0986122886681096,6.78201063365506
5a1a074e-c5f0-42b4-8212-00e9d539eedc,380,3,264.55,88.18,5.942799375126701,4.49065679919933
5a22d718-357a-4438-86c8-2f073d135a67,22,7,6661.599999999999,951.66,3.1354942159291497,6.859258071896588
5a6e8f71-0671-4e52-a51b-a45795b76dd3,80,6,5776.77,962.8,4.394449154672439,6.870883804206232
5a768899-f78f-4ced-9a0f-e3b2ae24bf7f,49,7,5206.36,743.77,3.912023005428146,6.613075445882023
5a7a3f84-0383-45ce-9b6a-690b48c6a8a3,178,3,2665.1000000000004,888.37,5.187385805840755,6.790513346902804
5a809a3b-aea3-44b7-9586-72ef40f018f4,366,5,3046.89,609.38,5.905361848054571,6.414081714033712
5a856f63-1181-4be1-b1bd-559f4e777e94,2,7,4837.24,691.03,1.0986122886681096,6.539629307279129
5aaf033b-ab80-462c-afb3-3fe579b1255f,31,15,13059.83,870.66,3.4657359027997265,6.770399439618109
5acba2e2-6fb8-4f4d-a16f-a84363d3df9e,237,5,6162.67,1232.53,5.472270673671475,7.117635256711357
5adb0cc1-5baf-41bf-b5be-a5625092f90c,55,12,7371.139999999999,614.26,4.02535169073515,6.4220449426945425
5b0be935-1c39-4898-8ba2-5676cc8e2964,164,4,2878.91,719.73,5.10594547390058,6.580264587260802
5b0c7257-e01b-4fe5-a68d-d2164071682d,75,1,1016.65,1016.65,4.330733340286331,6.925251326598888
5b30e476-07ae-4e7d-9958-403dfeac28ce,470,4,4926.67,1231.67,6.154858094016418,7.116937827439718
5b551219-9ed5-4cfb-ba58-9c8aa86689cc,101,4,2481.96,620.49,4.624972813284271,6.432119820716733
5b9686d2-b262-4c80-bed3-9bae0ca2e9c9,96,6,4881.57,813.59,4.574710978503383,6.702684919175299
5ba0bafe-6398-4cb2-8c08-9c7ddb3e72b5,105,8,3773.43,471.68,4.663439094112067,6.158418626770815
5ba58a5d-f44f-40a1-a886-0fe2a8d87e82,259,5,3153.3500000000004,630.67,5.560681631015528,6.448367105879348
5bbafe8f-3e99-4fd6-b41b-756839b67417,509,3,2996.06,998.69,6.234410725718371,6.907445230922204
5bc5adbf-0c22-471d-8141-ef56d51c0c10,151,8,5462.22,682.78,5.0238805208462765,6.527636228459238
5bd385d4-3c63-4cc7-afdd-74aef18526b2,70,3,1894.86,631.62,4.2626798770413155,6.44986992592664
5be9fac4-7368-44c1-a259-a69a61645eef,69,7,6713.21,959.03,4.248495242049359,6.8669645339736105
5c0024cf-9bf8-4b29-a7ad-de5e615ac415,513,1,16.41,16.41,6.2422232654551655,2.8570447537800976
5c0c1781-d03c-477a-bb0c-816ec95f7894,170,6,5833.06,972.18,5.14166355650266,6.8805690599378195
5c20751c-1f9f-4a72-8fd5-1b5800ba273f,98,4,2710.21,677.55,4.59511985013459,6.5199581685273795
5c4fbe4c-debc-47af-bf98-1636d949ab5f,109,1,590.24,590.24,4.700480365792417,6.382222026343872
5c6f2567-40f7-4cb4-be8d-da519037d91c,221,6,5489.6,914.93,5.402677381872279,6.819939942540059
5c7c2396-3a86-402e-b2d4-9e6a58ec5256,53,9,5197.92,577.55,3.9889840465642745,6.360524973322346
5c8ba21d-0695-4006-ae39-ce06e5053500,132,10,6878.9,687.89,4.890349128221754,6.535081606598888
5cdacc1c-0a05-402d-9fa8-9ccf6951fe44,168,2,395.33,197.67,5.1298987149230735,5.291645156779972
5cf60b77-8f50-4845-8a12-c15af25ec2e4,0,4,2967.09,741.77,0.0,6.610386440940812
5cf81c34-36ec-4f4e-82b8-f166e10e9262,193,5,2578.04,515.61,5.267858159063328,6.24728823781082
5d09b06f-ebce-4091-a0ad-a00adc3af102,22,8,7101.77,887.72,3.1354942159291497,6.789782225273467
5d14f9d6-32eb-4f73-8579-dcbf127ccca8,12,8,6923.68,865.46,2.5649493574615367,6.764415945366529
5d207383-8abb-4990-bc8d-e937021c77a9,36,8,9894.58,1236.82,3.6109179126442243,7.12110704687387
5d404a74-1917-4b5e-aa6f-5cf82b92976a,6,8,2893.92,361.74,1.9459101490553132,5.893686324189277
5d6cb4e4-1021-4cc7-b2e5-a4a7f316dc38,113,4,5573.03,1393.26,4.736198448394496,7.240119087558806
5d7ba6d2-8a98-4cb7-970f-594cc8bcbab6,237,4,1694.2400000000002,423.56,5.472270673671475,6.0510533385196394
5da9bc6c-8f7a-4ac0-96c4-4a9ada910d5d,113,11,13650.18,1240.93,4.736198448394496,7.124421900196565
5dc2244f-bcba-498c-b460-d510794a2320,17,7,5195.16,742.17,2.8903717578961645,6.61092482069997
5ddff230-0045-4ac0-8b32-5102974f3b02,120,8,9122.63,1140.33,4.795790545596741,7.039949528028511
5dfc7f4f-f4de-4c51-8e41-d10d000f876d,508,2,1558.06,779.03,6.2324480165505225,6.659332380482473
5e173422-3495-4271-b911-9a0bec71be35,22,12,8577.06,714.76,3.1354942159291497,6.573344915239341
5e495aa5-c5f8-4dd1-9d4a-77431b4b91aa,44,11,8733.85,793.99,3.8066624897703196,6.678329535958868
5e5bd4f1-d1d6-451a-bb55-28fe003d31c8,9,13,6894.45,530.34,2.302585092994046,6.27540211765478
5e83259b-1b34-4042-8189-533223e4fc68,31,5,2998.87,599.77,3.4657359027997265,6.398212165781106
5e87d30c-de12-47b9-b471-87a0f3cb98b4,5,9,4476.05,497.34,1.791759469228055,6.211282574993615
5ea2738d-434e-4958-a998-12bb2a7a206e,512,3,1838.39,612.8,6.240275845170769,6.419669142185636
5ecb35ce-e3ab-437b-873a-5bb3608be396,97,4,4591.5,1147.88,4.584967478670572,7.046542833752364
5ecb40e0-321f-4761-bb08-29453e34304a,162,5,1307.12,261.42,5.093750200806762,5.569946273677569
5ed74830-ae18-4bc4-bb13-e81cda475208,46,5,3616.84,723.37,3.8501476017100584,6.585302311568037
5edf297a-ec05-4719-b0df-14f8c7fbbf38,21,3,2947.25,982.42,3.091042453358316,6.891036292375263
5ee40db4-feb5-4963-8d11-897b1abbc9e1,36,5,3733.95,746.79,3.6109179126442243,6.617122189894092
5ef4bf5c-5162-4501-90f1-6be083b749b0,34,1,221.54,221.54,3.5553480614894135,5.405106860729554
5f1554f7-c1d1-4482-b971-9e4c08bfeb77,89,2,2170.02,1085.01,4.499809670330265,6.990265708554618
5f40c3fa-06b9-4c8c-8159-91043cb93f41,18,13,9193.78,707.21,2.9444389791664403,6.5627406598831115
5f77d0f2-3fa8-4ce0-b631-ebc87056c775,259,10,6879.5,687.95,5.560681631015528,6.535168699439912
