clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log,cluster,PCA1,PCA2,cluster_label,future_revenue,predicted_clv
1f7cb23f-2044-4b3f-bff3-68b1e7da3be7,23,9,6944.68,771.63,3.1780538303479458,6.649800279403248,0,1.2141482351716573,-0.3717941765327346,Loyal High-Value Customers,7017.276,6628.497827662335
1f8669af-cc6b-45af-a1c4-1b8e66566ae6,14,9,7207.81,800.87,2.70805020110221,6.686946499964646,0,1.4343109417626525,-0.6750858215136548,Loyal High-Value Customers,7017.276,6195.034182004665
1f9afb70-af57-454a-a0b4-5d55759648a0,97,8,6636.1,829.51,4.584967478670572,6.722039969920052,1,0.4715877709000965,0.5135834297144356,Loyal Customers,7017.276,6699.379072424241
1fb7f32f-4c96-44e4-8c51-b33f80f4514d,113,1,2359.7,2359.7,4.736198448394496,7.766713464209047,3,-1.6792569476670216,-0.4060632438830405,New Customers,2833.22,6371.703504415589
1fcda295-9763-4dd0-95c6-edc4502f5c51,141,2,669.71,334.86,4.955827057601261,5.816694406466862,3,-1.9142279463416485,-0.3658060062574637,New Customers,2833.22,7033.563126536797
1fd5fd9f-9acc-4b64-a2fb-f72261564380,24,1,290.14,290.14,3.218875824868201,5.673804251136515,2,-1.5470021189022474,-1.71779444397185,"Moderate Spend, Low Frequency",2833.22,5664.077609545455
1fde1dac-cb6c-4aec-88b2-5f63f3bfb345,150,4,2644.54,661.14,5.017279836814924,6.495477013940726,3,-1.1878829636604158,0.0569651763222116,New Customers,2833.22,3303.7119502813816
1fe25843-214c-4d76-b1b5-ff7daa00e41a,33,8,6105.17,763.15,3.5263605246161616,6.638764104973846,1,0.7447928508646455,-0.2975589066764911,Loyal Customers,4782.02,4799.892651558445
1fe8615e-ea00-4d45-85e8-3eb28c0b0cd0,63,8,6262.72,782.84,4.158883083359672,6.664204917890265,1,0.5499051042496182,0.1689073167411393,Loyal Customers,4782.02,5160.050093116887
1ffda7fa-6ead-4d9a-8806-44a24a0ce3c1,45,9,7815.9,868.43,3.828641396489095,6.7678378245156,4,1.1542397844697845,0.1888007902687138,Loyal High-Value Customers,4782.02,4991.866204069269
2002a9c4-68a5-4b68-a0fd-eac52ee16809,48,10,6280.93,628.09,3.8918202981106265,6.444274330725595,1,1.0059180468097908,0.135785145534116,Loyal Customers,4782.02,5360.710529552115
20046a28-4fb3-4ed9-b60d-8b2856ba4626,73,6,4352.42,725.4,4.304065093204169,6.588100827287083,1,-0.2375180593629358,-0.0999887362660571,Loyal Customers,4782.02,5143.851044155849
201f0108-2ab5-46be-8030-47d9958e85ae,89,9,4426.93,491.88,4.499809670330265,6.200265736706315,1,0.2426779787775749,0.2785623363589499,Loyal Customers,4782.02,5551.193931483521
20415804-d66f-46d3-aa2d-3593c94c3f12,529,1,465.64,465.64,6.272877006546167,6.145558082445382,3,-2.6039522409070384,0.4677587047044326,New Customers,4782.02,5916.593934307358
2050edf1-d7b0-4405-9415-ea7d35d9461d,78,8,5309.25,663.66,4.3694478524670215,6.499275631713101,1,0.2856719917609378,0.2095732325544576,Loyal Customers,3775.4849999999997,4128.294048333327
2052d081-b785-426a-9a36-86caa9cb4b25,71,6,5007.05,834.51,4.276666119016055,6.728042316844731,1,-0.0979872056919162,-0.0448252673774,Loyal Customers,3775.4849999999997,4464.793562337655
205484c3-761d-4314-ae0c-7a6eed05a0e5,23,7,7209.24,1029.89,3.1780538303479458,6.938177785793385,0,0.9096438893366472,-0.4958228400187944,Loyal High-Value Customers,3775.4849999999997,4089.4331190909024
20639591-bccd-4366-95cc-66b70778c237,35,5,2826.1400000000003,565.23,3.58351893845611,6.339000356085174,2,-0.4608905080490648,-0.8619182191017704,"Moderate Spend, Low Frequency",3775.4849999999997,5075.91430285714
207610d4-09af-4583-aae2-23cdbf2b57be,84,8,5746.19,718.27,4.442651256490317,6.578236808788192,1,0.3460975331998524,0.3112679812043544,Loyal Customers,5536.08,5545.243552575758
207ded4a-1cf3-4eb0-a769-f47aeb08229a,35,3,455.4500000000001,151.82,3.58351893845611,5.02926075821942,2,-1.2876559968283705,-1.2862201998443528,"Moderate Spend, Low Frequency",3589.0,4521.403405497833
209a64a7-e2d4-4feb-a2eb-cccb4ec516fb,121,7,4545.7,649.39,4.804021044733257,6.477572182961651,1,-0.1994676057997572,0.3536343025366462,Loyal Customers,3589.0,4576.378836991343
209c6440-2a3a-4ab8-962b-664507a6fcd3,12,10,8090.79,809.08,2.5649493574615367,6.697133008221599,0,1.8389252267757508,-0.5988588847478492,Loyal High-Value Customers,3589.0,4130.4440978554785
20c494c3-0944-4dae-9622-b46073f39cd9,124,4,2640.27,660.07,4.8283137373023015,6.493859734395947,3,-1.1211784161405511,-0.0775149760809232,New Customers,3589.0,4306.061306666666
20dabbe2-dc2a-43fc-b9ba-e3355a38808d,5,9,5614.33,623.81,1.791759469228055,6.437447603519034,0,1.4460623295714468,-1.50638558331943,Loyal High-Value Customers,3589.0,3844.7678126190467
20e85377-cf30-40fc-b821-750588ddab85,57,5,4733.13,946.63,4.060443010546419,6.853964130711315,2,-0.2534467133286665,-0.3064452481573829,"Moderate Spend, Low Frequency",3589.0,4714.844262142858
20f4c90a-02b0-47a1-bfbb-9bd3774189fe,193,9,4803.88,533.76,5.267858159063328,6.281818048114922,1,0.0428243056091436,0.86612789320331,Loyal Customers,3589.0,4595.3775210822505
210e3511-16ae-4d22-b318-d256b5bbd40a,428,2,2799.45,1399.72,6.061456918928017,7.244741669118062,3,-1.8873859793382577,0.660855970327233,New Customers,3589.0,4061.749955411256
211214c8-2647-4688-903c-128d4b84af5f,8,12,4964.67,413.72,2.19722457733622,6.027603593723855,0,1.7077703588479418,-1.0616396667982866,Loyal High-Value Customers,3589.0,3805.9909961038975
211765d3-cf50-44c9-bff1-73821aa04837,5,12,12795.39,1066.28,1.791759469228055,6.972868634870551,4,3.404628056223621,-0.4568794742156783,Loyal High-Value Customers,3589.0,4813.087878831168
212353e5-2e63-4175-9810-01ec1b6ffe30,37,11,7639.84,694.53,3.6375861597263857,6.5446741448688925,4,1.544580909130305,0.187438588102194,Loyal High-Value Customers,7456.98,6953.91020084415
2128d8c5-054c-4ef2-8895-0e846f212d98,24,10,7187.5,718.75,3.218875824868201,6.578903929492285,0,1.4261458939709164,-0.2380927205281314,Loyal High-Value Customers,7456.98,6822.659584090902
212d56dc-3627-43b7-953c-dd390ed9d3c4,216,2,2197.07,1098.54,5.37989735354046,7.002647189505879,3,-1.7631263359354905,0.1089320771253923,New Customers,7456.98,6938.94812170995
2154390e-d86e-4a28-8a43-389cfb9c0d27,21,11,10230.92,930.08,3.091042453358316,6.836345202693858,4,2.2534644109843653,0.0951313344217234,Loyal High-Value Customers,7456.98,6829.916445779216
21568f8c-fb18-47bc-af50-238ffcf35e65,374,2,1663.73,831.86,5.926926025970411,6.724865560815073,3,-2.064374589556308,0.4360522082341049,New Customers,7456.98,6609.389428571423
217bf472-c4f1-40d9-bef8-ed0492fcb528,124,4,2399.88,599.97,4.8283137373023015,6.398545016483998,3,-1.1688195720659391,-0.1049061923736071,New Customers,7456.98,6815.146894450543
217dd9db-fd22-4063-b4fd-70f909ca882e,87,8,5939.31,742.41,4.477336814478207,6.611247709481045,1,0.3719713456346883,0.3578681372501541,Loyal Customers,7456.98,5565.921026948049
21b81c7f-e169-486c-8097-d5cfa41184b9,193,9,5733.53,637.06,5.267858159063328,6.458432322810088,1,0.2270649171405596,0.9720567763785404,Loyal Customers,7456.98,6623.551104545447
21c96351-98e0-4d0c-b406-5d52763ca7f5,50,10,10093.8,1009.38,3.9318256327243257,6.918081776699441,4,1.7472622477675783,0.5986095703475426,Loyal High-Value Customers,7456.98,7030.227648376619
21db0a3f-dbe4-4e66-bdb6-e4543ff1b35b,63,11,8970.0,815.45,4.158883083359672,6.704965673548319,4,1.62184472101418,0.7086489779648468,Loyal High-Value Customers,7456.98,5550.98378909091
22153c23-b80d-4aa9-9b6d-07ba8bb3d1c1,118,11,9401.11,854.65,4.77912349311153,6.751861414023461,4,1.4855624225433193,1.1975768448748367,Loyal High-Value Customers,7456.98,6911.269059999994
221a0fb1-4b33-4a65-89ea-2b632a9ea449,216,1,273.05,273.05,5.37989735354046,5.613310571492126,3,-2.3229017374788774,-0.1873871677281916,New Customers,7456.98,6513.41347304362
22285e57-4d6b-467e-9c85-f3bcbac0aafd,62,7,4734.74,676.39,4.143134726391533,6.518247177948164,1,0.074247661549969,-0.093452159100158,Loyal Customers,4254.857142857143,4775.686714480524
222d386a-a7fd-4b44-b0e2-a26aea85eda4,240,6,5445.530000000001,907.59,5.484796933490655,6.811893947321527,1,-0.4429654287567571,0.86180844859993,Loyal Customers,4254.857142857143,4995.131428339998
222e66a3-2bc4-4c29-bbbd-465eb74841ac,259,4,2236.17,559.04,5.560681631015528,6.328008209749725,3,-1.463067795775497,0.3957532264100762,New Customers,4254.857142857143,4969.3820237445925
2241a7a9-2162-4267-a94e-a7a4477d343a,5,8,6981.07,872.63,1.791759469228055,6.772656945060354,0,1.5384588581126326,-1.4277394846590874,Loyal High-Value Customers,4254.857142857143,4903.4151543506505
2242b560-f330-4827-a0ca-2fdb27ae4fe2,712,1,699.02,699.02,6.569481420414296,6.551108906063821,3,-2.6637292154811067,0.7046698199130244,New Customers,4254.857142857143,4564.15086214286
2256f0fa-3200-4495-a679-62a174a0d0ec,165,8,5052.42,631.55,5.111987788356544,6.449759268860679,1,-0.0306672692877961,0.7068349753604544,Loyal Customers,4254.857142857143,5657.86380670996
2288af9c-5ad7-4404-a655-c66ce4017d9d,148,9,5875.469999999999,652.83,5.003946305945459,6.482847378829323,1,0.3495370528007124,0.801093368772441,Loyal Customers,4254.857142857143,4775.217588571432
22e31b4c-9c7d-438b-a7b2-a37c742a2fc2,42,4,1904.8,476.2,3.7612001156935615,6.167935690223761,2,-0.885468712915308,-0.9179955803503064,"Moderate Spend, Low Frequency",4254.857142857143,4541.787182857144
23170953-033d-48b7-8551-77fbe50ad154,176,6,2883.9700000000003,480.66,5.176149732573829,6.177238470952188,3,-0.8402886104588687,0.3510736821737777,New Customers,4226.43,4628.938429523807
2317e7a1-1185-48f3-959f-0ecc98e7c265,65,12,11696.61,974.72,4.189654742026425,6.883175660007747,4,2.3296795113154736,1.1182390822510042,Loyal High-Value Customers,4226.43,4263.639897857141
2320ebe8-2c0d-433b-b011-276408345ec7,366,2,1600.9699999999998,800.48,5.905361848054571,6.686460018525545,3,-2.0691038706517797,0.4136101244485114,New Customers,4226.43,5174.95045705627
232704bd-e372-4b81-9baa-b33d4cb88404,13,13,9198.34,707.56,2.639057329615259,6.563234741501328,4,2.5673341229937856,-0.1888492309784528,Loyal High-Value Customers,4226.43,4506.70220880952
232d837e-88a6-4309-9902-a65ea3bfb498,256,4,2952.71,738.18,5.54907608489522,6.60554146368439,3,-1.3169132135445498,0.469169956014885,New Customers,4226.43,4494.849075952378
2350340f-b073-419c-a632-81503f402242,29,8,6844.14,855.52,3.4011973816621555,6.752877668338016,0,0.9359867535772532,-0.3021087304816769,Loyal High-Value Customers,4226.43,4811.490771991338
236427d1-a7fa-4cf0-9f4c-af0798a4b8a2,85,9,8444.84,938.32,4.454347296253507,6.845156209225615,4,1.0552102034142803,0.7041458920011299,Loyal High-Value Customers,4226.43,4845.702446190473
2380bd1d-ef6d-4a06-b2bc-ec70ba9e6cfa,175,7,5102.45,728.92,5.170483995038151,6.592934939096023,1,-0.2201309471820779,0.6769276375440177,Loyal Customers,4226.43,5700.696880612722
2392a763-dd9a-4052-9e3c-13423d713733,2,1,189.48,189.48,1.0986122886681096,5.249547202178607,2,-0.8090085131440752,-3.232717726660804,"Moderate Spend, Low Frequency",4226.43,4826.599230303026
23ad7289-088f-42fe-99bb-6085e25233eb,100,8,4723.09,590.39,4.61512051684126,6.382475698245996,1,0.0816831729883822,0.3169868421635624,Loyal Customers,4226.43,4444.879773290039
23b826fd-273b-4d27-9439-38e9d0bfac72,434,2,988.7,494.35,6.075346031088684,6.205264583419039,3,-2.251210448985431,0.4643788330300779,New Customers,4226.43,4740.639483722938
23c5415b-1936-4dd3-9b32-51dbb2d3e815,30,8,5364.7300000000005,670.59,3.4339872044851463,6.5096480352771655,1,0.6310716180293161,-0.4474290936268998,Loyal Customers,4226.43,4460.612323506491
24496d1a-e7a1-424f-9196-54b1bc93faba,223,3,1464.7,488.23,5.41164605185504,6.192832726544351,3,-1.741151049107899,0.1250818327354224,New Customers,4226.43,4199.321288290041
24623f2f-24be-4acb-9767-ae14e593c963,29,11,7869.76,715.43,3.4011973816621555,6.574280545356681,4,1.674650334427308,0.0460163377441732,Loyal High-Value Customers,3028.95,4024.289284761909
247b678a-e527-4639-b2e8-e10d41d38fff,126,1,310.92,310.92,4.844187086458591,5.742746744674342,3,-2.123893155420166,-0.5629378358575086,New Customers,3028.95,4361.558528571435
2488f41c-e00a-4d0a-ac0a-93e64ecc3bea,18,2,1614.46,807.23,2.9444389791664403,6.694846671480331,2,-1.0079724217141852,-1.6844078545825336,"Moderate Spend, Low Frequency",3028.95,7157.322944630367
248b2534-ceb3-4f9e-88a1-b8a6822773fe,442,1,1553.6,1553.6,6.093569770045136,7.348973556796119,3,-2.3242393359916327,0.4645815830982251,New Customers,3028.95,4123.309314047623
24bf802c-d9bc-4d00-ada3-cd4b7c7150e6,7,10,8432.76,843.28,2.079441541679836,6.738484193132417,0,2.080255032775707,-0.9041609470058548,Loyal High-Value Customers,4252.26,4517.216350909095
24c86b6c-0fa7-4cf6-9939-f01898df9f39,219,2,1472.4399999999998,736.22,5.393627546352361,6.602886355107535,3,-1.9116437263253707,0.0361000948511505,New Customers,4252.26,5262.062457142856
24cadddc-21d3-4aea-8812-3919333eb9fd,103,7,5897.98,842.57,4.6443908991413725,6.737642886094614,1,0.1255948869435743,0.39452788936194,Loyal Customers,4252.26,5694.553685411257
24d9988d-aac7-4995-b27d-461929706bbd,44,4,6668.32,1667.08,3.80666248977032,7.419428543399265,1,0.042327178750168,-0.3429799077006936,Loyal Customers,4252.26,4530.441705714289
253d35c5-98ce-4eb0-a7e0-25f2298efef5,110,9,4512.0,501.33,4.709530201312334,6.219257274236303,1,0.1845673941868702,0.4369659571288808,Loyal Customers,8873.735999999999,7540.112349314022
256187b5-60fd-46d2-bd92-78965dbce8b7,7,10,8206.9,820.69,2.079441541679836,6.7113631949714,0,2.035493472489055,-0.9298965437938478,Loyal High-Value Customers,8873.735999999999,7226.521595303036
257dd1a4-8de4-43d4-bac8-427d915d4238,12,9,10489.28,1165.48,2.5649493574615367,7.06174594600803,0,2.135796827599558,-0.4026501278655479,Loyal High-Value Customers,8873.735999999999,7608.869314155843
258263ce-4d35-42fd-8b76-e9c5f032e3a3,387,3,2635.23,878.41,5.961005339623274,6.77925122807164,3,-1.705554765846999,0.6480018847782192,New Customers,8873.735999999999,8004.064551428577
2584133f-e545-4c72-bcb0-60df7c09c91b,246,3,1380.69,460.23,5.5093883366279774,6.133896833981042,3,-1.792740874839987,0.1848172095702842,New Customers,8873.735999999999,7443.384546428574
258f3e7c-c878-4492-bbc9-fa8ed4b8196c,59,7,6529.25,932.75,4.0943445622221,6.839208736447027,1,0.4473299208810193,0.0764265931338405,Loyal Customers,8873.735999999999,5684.209008917745
25a2e13b-829b-4212-9c0a-392555f8b7e2,236,11,11130.42,1011.86,5.468060141135132,6.920533291341353,4,1.5820037596606151,1.8831396739078696,Loyal High-Value Customers,8873.735999999999,7861.479254805195
25ec4eed-26bf-4a13-8e54-99a7eb8ac9e1,1,5,4445.42,889.08,0.6931471805599453,6.791311346326983,0,0.893260542586104,-2.726937653813409,Loyal High-Value Customers,4341.726,4539.60842285715
25f91875-1a40-45ba-94cf-9fab1c70099b,113,13,14551.84,1119.37,4.736198448394496,7.021414266876091,4,2.8786285976782704,1.9082125887120025,Loyal High-Value Customers,4341.726,4549.69398571429
26083696-8446-4828-af3d-16133051d507,86,4,3883.56,970.89,4.465908118654584,6.879242629332096,2,-0.7452285600654904,-0.1928259144586669,"Moderate Spend, Low Frequency",4341.726,4983.599963636368
263dcaeb-0664-4089-ae6f-0b18d3ad7bb9,50,6,1770.63,295.1,3.9318256327243257,5.690697235107546,2,-0.6161177912411597,-0.6581211210555578,"Moderate Spend, Low Frequency",4341.726,5060.676968268405
265598ec-0b22-4895-a158-e9ed3b756219,47,9,9162.32,1018.04,3.87120101090789,6.926616286623056,4,1.4058630009993751,0.3723970075454229,Loyal High-Value Customers,4341.726,6898.981117705622
26c26195-c5c1-4fbe-b536-a4fb6fe6a822,7,7,4783.0,683.29,2.079441541679836,6.528381804378052,0,0.8215321195488965,-1.5512934045668845,Loyal High-Value Customers,4341.726,4853.273475136528
26dff92b-0f79-4d98-8f75-568404493085,3,5,3846.62,769.32,1.3862943611198906,6.6468060129320286,0,0.5268054294899884,-2.303665464765688,Loyal High-Value Customers,4341.726,4905.256124963377
26e4af6b-5bb7-4979-b851-783d2dbaf349,70,1,1212.57,1212.57,4.262679877041316,7.1013217078869895,2,-1.737326967011146,-0.8725392375212324,"Moderate Spend, Low Frequency",4341.726,4877.931557142863
26f6037c-4e9b-4761-8498-b72f5b2374c8,147,9,10161.43,1129.05,4.997212273764115,7.030017158515093,4,1.2013477277889195,1.2846816622293649,Loyal High-Value Customers,4341.726,4407.0516347619105
271e9046-3cd7-44ba-891e-de1fba8d944c,155,1,1785.55,1785.55,5.049856007249537,7.488041664757235,3,-1.905168538852108,-0.2490738780136931,New Customers,4341.726,4317.389864805201
2722380e-f354-4c26-9661-ecd290070135,33,2,735.0400000000001,367.52,3.5263605246161616,5.909494984240731,2,-1.3902811222220102,-1.3719796568876073,"Moderate Spend, Low Frequency",4341.726,4647.360773095244
27603917-eef3-4cc5-ad19-439b441afc97,31,7,5152.81,736.12,3.4657359027997265,6.602750701187607,1,0.3992555478722974,-0.5261506391453655,Loyal Customers,4341.726,4917.7359985714365
276ecb84-b5d5-4b7b-820c-64c8e0fbf08f,39,7,3771.56,538.79,3.688879454113936,6.291180175032537,2,0.0457472013843679,-0.5253086113700272,"Moderate Spend, Low Frequency",4341.726,5054.9957406410285
2791637e-7d91-483b-b9ae-2022ccf2d200,35,3,2528.4,842.8,3.58351893845611,6.737915499690239,2,-0.8768330250927181,-1.050018104025395,"Moderate Spend, Low Frequency",8062.34,6702.130193333341
27e231bd-bf1e-4233-8e5b-3c11a7242ecf,407,3,2957.8500000000004,985.95,6.0112671744041615,6.894619379588996,3,-1.6595844251683909,0.7204028584527947,New Customers,8062.34,6983.241381147189
2813760c-26b9-4704-89f1-1184d4b7056d,180,3,2687.88,895.96,5.198497031265826,6.799011267976423,3,-1.422542254799188,0.1133155359928072,New Customers,8062.34,7354.272268095236
2814e408-a774-4657-b375-10cec2f41403,140,9,4293.03,477.0,4.948759890378168,6.169610732491456,1,0.0556525135767182,0.5816503603350021,Loyal Customers,4704.675,5139.456468311682
281e9bcb-7d60-499b-8ef2-29751a297669,52,10,11140.03,1114.0,3.970291913552122,7.016609683894219,4,1.9408562460387493,0.7450981318340392,Loyal High-Value Customers,4704.675,4911.681774999994
2821d760-c8fa-47d8-91e5-3f00c41dbcfe,44,5,2879.33,575.87,3.80666248977032,6.357616937830605,2,-0.5301175628625745,-0.6976290583388793,"Moderate Spend, Low Frequency",4704.675,4715.932807900426
2827e6aa-4125-4765-a106-09fd0643855f,186,2,2330.74,1165.37,5.231108616854587,7.061651640759015,3,-1.6834468879509372,0.0186587740957793,New Customers,4704.675,4573.111612337658
28445cc1-3328-4c85-b1a3-18d739361c9e,287,4,3462.12,865.53,5.662960480135946,6.764496730599032,3,-1.256667832460144,0.6079686978358735,New Customers,9020.94,7692.987672380947
284f4513-4bf6-417f-aba1-c814ad81dbe9,106,10,6452.45,645.24,4.672828834461906,6.471170951815103,1,0.7607187852900362,0.7091328152598846,Loyal Customers,9020.94,7779.438400606052
2866a9e0-eddd-4256-8903-367372c6e7a6,279,5,3934.36,786.87,5.634789603169249,6.66933310162878,3,-0.974539807961004,0.7188893721021996,New Customers,9020.94,8090.324829956697
289ca1a2-829e-4ba0-aee5-13a0dcff281e,296,2,2601.36,1300.68,5.6937321388027,7.171411016831064,3,-1.7951913324055662,0.3775353673344145,New Customers,9020.94,7434.160448701291
28f9fc9b-5de3-437e-ae98-cec4b3aaff32,13,3,2474.21,824.74,2.639057329615259,6.716279953994724,2,-0.5499504783917721,-1.7258992422066948,"Moderate Spend, Low Frequency",9020.94,5974.285284956709
29104193-a239-4fc8-b5c2-abd049d39a0c,104,4,3022.6400000000003,755.66,4.653960350157523,6.628914011195838,2,-0.9830721722012904,-0.1575777694063384,"Moderate Spend, Low Frequency",9020.94,7842.238383874447
292d6ef3-5974-428a-acbf-139f275e569f,170,4,4991.8,1247.95,5.14166355650266,7.130058477298654,1,-0.7671606332301536,0.412622511985324,Loyal Customers,9020.94,7705.043395281378
295083b3-2e5a-4145-b07d-b9e59f7e0241,17,10,6973.9,697.39,2.8903717578961645,6.548777685980729,0,1.5012462744185409,-0.4953696690646716,Loyal High-Value Customers,9020.94,7648.3954690476085
2966407e-c9d9-44bc-9627-96a0748a24e3,16,12,12520.79,1043.4,2.833213344056216,6.951197836824974,4,2.977912618995138,0.2503137769877261,Loyal High-Value Customers,9020.94,8480.502991190464
29691e9b-e595-4e25-9391-98119ee4a2bc,5,5,4865.7,973.14,1.791759469228055,6.881555030479663,0,0.5838256043573329,-1.900036015736772,Loyal High-Value Customers,9020.94,7566.170999999987
297bdadd-98d6-4310-b470-ca697244d709,233,7,8038.360000000001,1148.34,5.455321115357702,7.046943143562689,1,0.2598934793617906,1.213434235855393,Loyal Customers,4016.55,4425.897546774887
298fad6e-bf2f-4f15-b454-593ee1e86268,51,9,4932.37,548.04,3.951243718581428,6.308171298600379,1,0.5389464731278473,-0.0528269240987395,Loyal Customers,4016.55,4587.464972770557
29a2a636-d60f-4329-b67f-241f099f8ccd,423,2,428.0700000000001,214.04,6.049733455231958,5.370824057334785,3,-2.3531617815883337,0.3823363274907532,New Customers,4016.55,4489.825173073587
29a6996f-2df6-488d-af49-b6a1b2da73f8,82,10,9400.3,940.03,4.418840607796598,6.846975020054876,4,1.4357264800396643,0.8649252879824457,Loyal High-Value Customers,4016.55,4573.016250952376
29d734f4-2c5d-4eaf-8751-ad29896eae68,22,10,6953.96,695.4,3.1354942159291497,6.545924207894034,0,1.4096691887052892,-0.3238283187360433,Loyal High-Value Customers,4016.55,4996.470430735924
29f96e9a-9dfc-4622-ab22-0bac75d9c52c,157,5,4612.98,922.6,5.062595033026967,6.828279077480341,1,-0.6355033648078502,0.390478319190441,Loyal Customers,4016.55,4118.058095223105
2a1b1bc0-86d4-4aec-86b6-116e3e42303b,67,8,6153.070000000001,769.13,4.219507705176107,6.646559331766182,1,0.5065025347107844,0.1994014539943367,Loyal Customers,5348.717142857143,5431.517885649353
2a38ffef-58dc-421d-b0b4-88b945a36ce9,255,3,2044.99,681.66,5.545177444479562,6.525996931818605,3,-1.673881797395791,0.285888441138258,New Customers,5348.717142857143,5713.950057142862
2a49794b-2c26-4c3e-9189-523d76d9a36f,31,9,6411.51,712.39,3.4657359027997265,6.570028255444994,0,1.00564377895589,-0.228554255995452,Loyal High-Value Customers,5348.717142857143,5287.187889285714
2a6777b4-9162-4261-834b-3d5c9f147aa6,207,4,2069.05,517.26,5.337538079701318,6.250477046836434,3,-1.4164197038746689,0.2184823223457776,New Customers,5348.717142857143,7242.131915584422
2a875594-292d-4a0b-9544-c8c711e3aeae,33,7,8611.71,1230.24,3.5263605246161616,7.115777070625906,1,1.0630780999173226,-0.0890384025483623,Loyal Customers,5348.717142857143,5524.3275525974
2af3b490-dfb3-405f-8d34-e105d052c9d7,42,13,5826.26,448.17,3.7612001156935615,6.107401435237784,4,1.4979071966325812,0.2226174931271148,Loyal High-Value Customers,5348.717142857143,5422.972542207794
2b0611a8-22b2-43da-ae08-b6b1eeeb0edf,44,9,6367.65,707.52,3.80666248977032,6.563178287384396,1,0.8750785137273319,0.0081950974650565,Loyal Customers,5348.717142857143,5885.129194761906
2b16d1b7-7268-4356-a29f-4dc280103892,259,4,1546.8000000000002,386.7,5.560681631015528,5.960231844676883,3,-1.599689051486154,0.3172030255877144,New Customers,5348.717142857143,5418.917750692643
2b3e3363-f813-4176-8ebd-3060f44d6261,365,7,7275.46,1039.35,5.902633333401366,6.947312473980591,1,-0.0512034018572002,1.4436894253823165,Loyal Customers,10161.43,5484.734444567098
2b3e6371-fdea-438b-8cfc-1459582f6fbf,525,2,1950.6,975.3,6.26530121273771,6.883769916231626,3,-2.128482803912429,0.7086773934654419,New Customers,10161.43,6407.494538181823
2b7eb33c-9e16-4b18-a584-2804d3294e87,40,9,4384.62,487.18,3.713572066704308,6.190684190302818,1,0.5153537003892473,-0.2837703811253736,Loyal Customers,10161.43,8490.795452545799
2bf00453-ea11-4987-81d2-42d5c0aa4fc2,97,11,12602.15,1145.65,4.584967478670572,7.0445999267099815,4,2.189359450957546,1.4246453368639709,Loyal High-Value Customers,10161.43,4516.295794285714
2bf88aac-20ff-4b9c-bf28-11b49de31086,116,10,4611.25,461.12,4.762173934797756,6.135824597614818,1,0.3638859684251616,0.5626909968964037,Loyal Customers,10161.43,8318.958988225118
2bfabe99-2fa6-456b-a6f8-d6510c893e85,38,10,7234.76,723.48,3.6635616461296463,6.585454156134709,4,1.2765476381907577,0.0826137285502393,Loyal High-Value Customers,10161.43,8644.500042727283
2c2911b4-3306-4041-aff6-ef5b4d70d2ad,48,6,4448.11,741.35,3.8918202981106265,6.609820830066004,2,-0.0711864551119508,-0.381403216049851,"Moderate Spend, Low Frequency",10161.43,8444.771702424252
2c2a6efa-9fc8-4c20-bc5c-9b8edde16be5,190,3,1068.08,356.03,5.25227342804663,5.877819811862458,3,-1.7627824594693278,-0.0331202233859154,New Customers,10161.43,6227.388166233768
2c32dbfa-4fb0-45e1-b96c-989ebc9102a4,156,5,3464.64,692.93,5.056245805348308,6.542371090866319,3,-0.8608148715861024,0.25512866258416,New Customers,10161.43,7799.611647683991
2c3bf337-8b9e-4aa9-bf4f-a29926aef097,612,1,213.56,213.56,6.418364935936212,5.368589419533368,3,-2.7059185522255245,0.5421992281577508,New Customers,4944.32,5513.053790800866
2c584cdc-ad01-4b62-ace5-eed5b44c2f19,39,7,5993.22,856.17,3.688879454113936,6.753636265320167,1,0.4860419327508887,-0.2721617683698844,Loyal Customers,4944.32,5181.011514935069
2c78daad-b8ea-44da-a776-1c1ea041a798,87,8,8657.21,1082.15,4.477336814478207,6.987628741565301,1,0.9106122944662226,0.6675590011042485,Loyal Customers,4944.32,5284.535130000005
2cd8f61f-e953-4878-857e-71fc729d6ef3,102,11,9527.99,866.18,4.634728988229636,6.765246567688806,4,1.5623253784514042,1.109645753292673,Loyal High-Value Customers,2683.1549999999997,3503.741277619052
2d17af19-1a0d-40b7-a19b-fda7464bbc37,4,12,8009.65,667.47,1.6094379124341005,6.504991518945634,0,2.5213523750198497,-1.1314722170580551,Loyal High-Value Customers,2683.1549999999997,5414.8131031235425
2d1af5bb-982e-44a0-a908-f11412344744,67,4,1912.44,478.11,4.219507705176107,6.171930216140463,2,-1.0477884210930195,-0.5921445951044496,"Moderate Spend, Low Frequency",2683.1549999999997,3969.9248024026037
2d2124b6-6020-42d5-8ed0-8fcaf3794ac4,19,8,8735.67,1091.96,2.995732273553991,6.996644890983539,0,1.455799329023957,-0.3740889925492026,Loyal High-Value Customers,2683.1549999999997,7026.0993266017285
2d9b27ca-303c-4214-8f12-211f860bb754,160,2,2819.78,1409.89,5.081404364984463,7.25197598991946,3,-1.533011954792796,-0.0317711080861318,New Customers,4051.4742857142865,4250.460420952381
