clientid,recency,frequency,monetaryvalue,avgtransactionvalue
2380bd1d-ef6d-4a06-b2bc-ec70ba9e6cfa,175,7,5102.45,728.92
2392a763-dd9a-4052-9e3c-13423d713733,2,1,189.48,189.48
23ad7289-088f-42fe-99bb-6085e25233eb,100,8,4723.09,590.39
23b826fd-273b-4d27-9439-38e9d0bfac72,434,2,988.7,494.35
23c5415b-1936-4dd3-9b32-51dbb2d3e815,30,8,5364.7300000000005,670.59
24496d1a-e7a1-424f-9196-54b1bc93faba,223,3,1464.7,488.23
24623f2f-24be-4acb-9767-ae14e593c963,29,11,7869.76,715.43
247b678a-e527-4639-b2e8-e10d41d38fff,126,1,310.92,310.92
2488f41c-e00a-4d0a-ac0a-93e64ecc3bea,18,2,1614.46,807.23
248b2534-ceb3-4f9e-88a1-b8a6822773fe,442,1,1553.6,1553.6
24bf802c-d9bc-4d00-ada3-cd4b7c7150e6,7,10,8432.76,843.28
24c86b6c-0fa7-4cf6-9939-f01898df9f39,219,2,1472.4399999999998,736.22
24cadddc-21d3-4aea-8812-3919333eb9fd,103,7,5897.98,842.57
24d9988d-aac7-4995-b27d-461929706bbd,44,4,6668.32,1667.08
253d35c5-98ce-4eb0-a7e0-25f2298efef5,110,9,4512.0,501.33
256187b5-60fd-46d2-bd92-78965dbce8b7,7,10,8206.9,820.69
257dd1a4-8de4-43d4-bac8-427d915d4238,12,9,10489.279999999999,1165.48
258263ce-4d35-42fd-8b76-e9c5f032e3a3,387,3,2635.23,878.41
2584133f-e545-4c72-bcb0-60df7c09c91b,246,3,1380.69,460.23
258f3e7c-c878-4492-bbc9-fa8ed4b8196c,59,7,6529.25,932.75
25a2e13b-829b-4212-9c0a-392555f8b7e2,236,11,11130.42,1011.86
25ec4eed-26bf-4a13-8e54-99a7eb8ac9e1,1,5,4445.42,889.08
25f91875-1a40-45ba-94cf-9fab1c70099b,113,13,14551.84,1119.37
26083696-8446-4828-af3d-16133051d507,86,4,3883.56,970.89
263dcaeb-0664-4089-ae6f-0b18d3ad7bb9,50,6,1770.63,295.1
265598ec-0b22-4895-a158-e9ed3b756219,47,9,9162.32,1018.04
26c26195-c5c1-4fbe-b536-a4fb6fe6a822,7,7,4783.0,683.29
26dff92b-0f79-4d98-8f75-568404493085,3,5,3846.62,769.32
26e4af6b-5bb7-4979-b851-783d2dbaf349,70,1,1212.57,1212.57
26f6037c-4e9b-4761-8498-b72f5b2374c8,147,9,10161.43,1129.05
271e9046-3cd7-44ba-891e-de1fba8d944c,155,1,1785.55,1785.55
2722380e-f354-4c26-9661-ecd290070135,33,2,735.0400000000001,367.52
27603917-eef3-4cc5-ad19-439b441afc97,31,7,5152.8099999999995,736.12
276ecb84-b5d5-4b7b-820c-64c8e0fbf08f,39,7,3771.56,538.79
2791637e-7d91-483b-b9ae-2022ccf2d200,35,3,2528.4,842.8
27e231bd-bf1e-4233-8e5b-3c11a7242ecf,407,3,2957.8500000000004,985.95
2813760c-26b9-4704-89f1-1184d4b7056d,180,3,2687.88,895.96
2814e408-a774-4657-b375-10cec2f41403,140,9,4293.03,477.0
281e9bcb-7d60-499b-8ef2-29751a297669,52,10,11140.029999999999,1114.0
2821d760-c8fa-47d8-91e5-3f00c41dbcfe,44,5,2879.33,575.87
2827e6aa-4125-4765-a106-09fd0643855f,186,2,2330.74,1165.37
28445cc1-3328-4c85-b1a3-18d739361c9e,287,4,3462.12,865.53
284f4513-4bf6-417f-aba1-c814ad81dbe9,106,10,6452.45,645.24
2866a9e0-eddd-4256-8903-367372c6e7a6,279,5,3934.3599999999997,786.87
289ca1a2-829e-4ba0-aee5-13a0dcff281e,296,2,2601.3599999999997,1300.68
28f9fc9b-5de3-437e-ae98-cec4b3aaff32,13,3,2474.21,824.74
29104193-a239-4fc8-b5c2-abd049d39a0c,104,4,3022.6400000000003,755.66
292d6ef3-5974-428a-acbf-139f275e569f,170,4,4991.8,1247.95
295083b3-2e5a-4145-b07d-b9e59f7e0241,17,10,6973.9,697.39
2966407e-c9d9-44bc-9627-96a0748a24e3,16,12,12520.79,1043.4
29691e9b-e595-4e25-9391-98119ee4a2bc,5,5,4865.7,973.14
297bdadd-98d6-4310-b470-ca697244d709,233,7,8038.360000000001,1148.34
298fad6e-bf2f-4f15-b454-593ee1e86268,51,9,4932.37,548.04
29a2a636-d60f-4329-b67f-241f099f8ccd,423,2,428.07000000000005,214.04
29a6996f-2df6-488d-af49-b6a1b2da73f8,82,10,9400.3,940.03
29d734f4-2c5d-4eaf-8751-ad29896eae68,22,10,6953.96,695.4
29f96e9a-9dfc-4622-ab22-0bac75d9c52c,157,5,4612.98,922.6
2a1b1bc0-86d4-4aec-86b6-116e3e42303b,67,8,6153.070000000001,769.13
2a38ffef-58dc-421d-b0b4-88b945a36ce9,255,3,2044.99,681.66
2a49794b-2c26-4c3e-9189-523d76d9a36f,31,9,6411.51,712.39
2a6777b4-9162-4261-834b-3d5c9f147aa6,207,4,2069.05,517.26
2a875594-292d-4a0b-9544-c8c711e3aeae,33,7,8611.71,1230.24
2af3b490-dfb3-405f-8d34-e105d052c9d7,42,13,5826.26,448.17
2b0611a8-22b2-43da-ae08-b6b1eeeb0edf,44,9,6367.65,707.52
2b16d1b7-7268-4356-a29f-4dc280103892,259,4,1546.8000000000002,386.7
2b3e3363-f813-4176-8ebd-3060f44d6261,365,7,7275.46,1039.35
2b3e6371-fdea-438b-8cfc-1459582f6fbf,525,2,1950.6,975.3
2b7eb33c-9e16-4b18-a584-2804d3294e87,40,9,4384.62,487.18
2bf00453-ea11-4987-81d2-42d5c0aa4fc2,97,11,12602.15,1145.65
2bf88aac-20ff-4b9c-bf28-11b49de31086,116,10,4611.25,461.12
2bfabe99-2fa6-456b-a6f8-d6510c893e85,38,10,7234.76,723.48
2c2911b4-3306-4041-aff6-ef5b4d70d2ad,48,6,4448.11,741.35
2c2a6efa-9fc8-4c20-bc5c-9b8edde16be5,190,3,1068.08,356.03
2c32dbfa-4fb0-45e1-b96c-989ebc9102a4,156,5,3464.64,692.93
2c3bf337-8b9e-4aa9-bf4f-a29926aef097,612,1,213.56,213.56
2c584cdc-ad01-4b62-ace5-eed5b44c2f19,39,7,5993.22,856.17
2c78daad-b8ea-44da-a776-1c1ea041a798,87,8,8657.21,1082.15
2cd8f61f-e953-4878-857e-71fc729d6ef3,102,11,9527.99,866.18
2d17af19-1a0d-40b7-a19b-fda7464bbc37,4,12,8009.65,667.47
2d1af5bb-982e-44a0-a908-f11412344744,67,4,1912.44,478.11
2d2124b6-6020-42d5-8ed0-8fcaf3794ac4,19,8,8735.67,1091.96
2d9b27ca-303c-4214-8f12-211f860bb754,160,2,2819.78,1409.89
2dcb0ffa-f6cb-4d77-a04f-f8dfb2bffdbd,373,2,1520.29,760.14
2deeebd6-eb5f-4846-8065-9ff8b881d2d0,41,7,5757.42,822.49
2e0d6b56-d89d-4a32-9fdb-2e31b35ff8e5,49,6,7069.04,1178.17
2e10c600-3918-44a9-8aa3-b8acd854cefb,142,9,7233.14,803.68
2e49860e-add0-47b3-aa17-e58947de6d8f,105,9,10042.130000000001,1115.79
2e5686e5-9e14-486b-92fa-dc981fe6fada,28,5,2455.1499999999996,491.03
2e5bed96-a903-443d-9933-cefd26cb5f69,45,13,10127.97,779.07
2e67b63f-231f-4a76-96eb-14c5627992a9,48,13,8455.0,650.38
2e813944-1b5e-4ee2-95fd-cdd94f4582a2,18,6,6874.08,1145.68
2e98a8c1-fe36-4e70-9940-1aef478f7a6b,470,4,3094.47,773.62
2eaf4860-ab8d-4d11-a799-b9f262f7d6eb,3,10,8417.76,841.78
2eb99cad-5855-41aa-af1f-8688d042792a,79,2,917.86,458.93
2ec1efe2-efdf-497c-a711-6170f0678c78,482,1,317.41,317.41
2eed20f2-d0bf-4964-940c-364662a9ebc4,362,5,3453.65,690.73
2f16486d-c61b-4bbe-9b65-731ae5ad103f,529,1,894.9,894.9
2f4f193f-c9c9-4059-b143-a5b480bddd19,43,3,1344.91,448.3
2f541e34-e3e9-4acb-b606-29f2db89d9ff,640,1,907.86,907.86
2f5568fd-f3f8-437b-bc10-baf40c3f8457,13,2,1885.15,942.58
2f6ff452-e07f-4a46-a9d3-9c463362d7e3,138,3,2847.17,949.06
2f9d4ec5-d30f-483f-8dd4-5e669d679a4b,2,10,7262.77,726.28
2fcfff5e-873b-4abf-a743-36f51471c069,80,13,9353.29,719.48
2fdf5290-034e-4d4e-bbe7-87fbd8c03852,212,2,1140.96,570.48
2fee92e6-602d-4905-95d9-f9df6025a7c7,4,3,1576.0,525.33
301a3a61-443c-4fa2-b275-f5faee32d4db,138,3,2222.16,740.72
30217331-b905-4d71-8720-eea4a71b4840,337,2,556.26,278.13
3029c0cc-c287-4831-a27d-7794164fb5af,124,6,6451.77,1075.3
3032f5d7-e56d-4ef2-bfa3-21362d8339f7,234,6,2776.7400000000002,462.79
305a193b-eb4c-476a-ba94-2c7ef8e94983,335,8,6330.9,791.36
3061e300-fc0f-41cd-986c-53ed2f738e42,25,9,5765.3,640.59
30a233bb-b9d5-4a9a-af30-c09fb18ed8fa,235,1,922.68,922.68
30ee9503-bd54-4ecc-a005-44f08b2e09d2,13,12,11063.15,921.93
310193d0-c2d8-4dbd-b0cd-57fe5c034ea2,706,1,442.1,442.1
3120eefd-833a-4cfa-aee1-447e4d29ba2a,398,5,5888.57,1177.71
31344fec-2ae2-4910-8cf9-12aa335d0b1c,335,3,1545.96,515.32
31506d48-de54-4091-9674-31c76c772cc5,498,1,614.52,614.52
316a410f-0021-47cb-b510-c4a097998cb5,41,13,13671.84,1051.68
31b880fb-5e94-4111-9b25-ffb73ccc61ad,125,7,5224.78,746.4
31d6c57c-7b74-49a6-b88e-16303913c82f,33,7,2406.1,343.73
31da3d2f-8224-453a-90e1-5cf85e8246b2,61,3,1347.1000000000001,449.03
320bc3cd-75cd-47f2-81b8-3e21b5f08554,158,5,3759.79,751.96
3241cfcd-ebc0-47fc-b5b7-f242df3b597f,42,6,2667.52,444.59
32423ac8-a669-44ad-bb70-10c5be02899d,20,5,2505.1800000000003,501.04
32922daf-6e85-4612-b0cf-1df42d4f6d26,23,6,6101.93,1016.99
32aa8382-246a-49e3-b206-b40105a79346,101,12,13326.45,1110.54
32bc9246-5ac5-4e1c-a5ca-2da14a809fa4,118,1,1067.55,1067.55
32bdf98a-d375-417a-8dee-6df30f041c64,217,7,7186.83,1026.69
32c6bbdc-cb18-4829-8daf-76e724d170f9,80,4,1703.82,425.96
32f9d460-e896-455c-8dca-7f1b2610334c,43,13,12467.33,959.03
332c035a-73d2-4a78-8758-cb3e34fdd513,170,3,1189.48,396.49
333d8aad-d070-4dd0-8215-6c6d907f481f,297,11,8473.73,770.34
334663ff-df44-4be2-889e-b2e76a5c3ec2,54,9,6653.41,739.27
33645efa-0a16-4e2c-8900-8c06478352a5,67,1,296.95,296.95
336bbecf-f9d9-4d86-ad37-6a4c957e6b1f,24,7,3388.98,484.14
337d739f-e88f-416f-ab84-14bbd706b6a6,48,6,5450.55,908.42
338b4d07-4b25-4ef5-9cf7-352ca835f09b,347,1,278.83,278.83
33aa9f58-1e9f-4e41-9620-7692c0fdd813,152,6,4594.99,765.83
33d0fdbf-25b1-4bee-8338-7a436494defa,52,5,3871.89,774.38
33dccb4a-4bf4-4b53-aed1-3bccd9995dea,73,9,7712.18,856.91
33e241cf-18b0-424a-a606-5143a6d82712,96,8,2854.71,356.84
33fb35b8-3cce-421d-9409-b83230be5f37,3,11,8821.98,802.0
3417400c-50dd-4eed-ae63-6b04195e1935,20,11,9306.73,846.07
341801a1-f0bb-4d24-a6ed-d52cd36ddd6b,34,9,7330.93,814.55
34282962-bff3-4b56-a6aa-17da2c71ef88,138,7,11603.21,1657.6
343a9e4e-3729-4bae-9690-d35a5b9e56d9,691,3,1051.32,350.44
34402973-67a2-44ba-9126-66c5767645c0,1,4,4549.68,1137.42
345c0575-d6ed-4916-bdb6-6a99fbab5417,75,9,6692.04,743.56
347c6f36-c4c7-4813-82ff-be8f9d190ac4,225,5,3214.69,642.94
3481671a-653f-4424-a0ee-1994fbbab55b,178,6,2488.2599999999998,414.71
3490956f-01e4-4f52-9178-3135e9e92d8d,53,5,5263.4400000000005,1052.69
3490e2f2-72d8-49d5-b4fd-19870298af41,9,10,5961.73,596.17
3491956c-7ffe-4111-9a38-56d45ace585c,47,11,6878.07,625.28
349221ee-c6be-426b-bd5f-9c77c955f0fd,516,2,1408.47,704.24
34937b66-838c-40c3-9d17-30cdf180383e,124,9,10696.46,1188.5
34ae62ee-a768-4d08-ab9d-59377f57e0d8,32,7,4812.91,687.56
34f1838e-fc0b-4aa8-be97-62c5cb9d2153,74,9,8208.95,912.11
34f29b2f-490d-441f-8ed9-906c75d2f813,209,7,6775.9400000000005,967.99
353e35af-d471-4067-863a-4f9b8bc44a45,47,10,7567.47,756.75
35523daa-d75a-4dda-ac03-3c25849a272c,24,5,3048.4599999999996,609.69
3572be45-7018-4966-a484-e3d084538a05,7,2,2273.3,1136.65
3587115e-10dd-4c3a-9a89-d2c6f5d17139,5,11,6328.07,575.28
3590158f-df30-4a57-b1d4-454f5427f68f,80,5,4875.900000000001,975.18
35bb437a-fb6a-4aa7-93dc-0b335fe85e15,661,2,1897.22,948.61
35ff38f0-59be-410b-9a52-a91ed1fbc04f,49,11,5153.95,468.54
36156b14-58bb-42c7-a6e3-b01df9136b44,180,8,6587.610000000001,823.45
36271306-fc8c-4c9b-b935-fd4479d9d44a,8,1,1917.75,1917.75
363716f8-d5c9-4ec3-86a9-aaf93adc88a4,407,6,3720.31,620.05
363be5f1-bbcf-4b6c-b480-45e9d4a35d45,266,2,1825.69,912.84
366a135a-6369-44e8-a3f0-9a83ab920625,97,7,3261.3199999999997,465.9
36940089-964a-499f-8f17-8a53a815a2fb,88,6,4069.35,678.22
36a980c2-7089-466e-bcba-ea931b848d59,224,6,5042.46,840.41
36bcfa72-fe3d-44c4-ae7f-31829b49b5a4,22,12,13972.44,1164.37
36c76d27-8d8d-4eaa-9ad9-6f66b9e08e87,21,10,8159.15,815.92
36f40bd2-8cea-40ca-acc9-73ab7451b57d,126,6,3944.5600000000004,657.43
36f4bf7b-e88d-4f72-97ca-e3ced71ab146,152,6,5177.76,862.96
36feed11-fa54-4bb2-9d6c-47ac7bb366d1,148,11,8610.47,782.77
37010ffc-06e1-487c-8374-9c8d18ff9bfb,131,12,9592.16,799.35
370daa70-871a-4274-a922-672535710021,33,7,5607.85,801.12
372abf15-b301-4121-abb0-29ff8d9eae28,391,2,651.1700000000001,325.59
379c1646-1b39-4281-ad4f-f60a8ecb44d4,88,7,7394.780000000001,1056.4
37d0c15c-6b07-4b53-8904-c6e6dfbfee60,115,5,3493.2400000000002,698.65
37d68077-175c-49dc-968a-7bc454314355,44,8,8953.26,1119.16
37dbac67-bd87-4cc6-a51e-fc12ae111348,280,3,3254.36,1084.79
37dc62a3-d955-430f-bbdb-b4328ccedd83,190,11,7670.0,697.27
37f110e6-2c0a-4b16-8cae-d6f02e21e8cd,81,4,816.54,204.14
3810cf43-83eb-43db-b3a8-e6b840372946,169,8,5312.99,664.12
381d6cb4-8302-4a7d-95cc-4388296758cc,242,9,5292.22,588.02
3820296c-ab43-4f72-a74e-9b89e9c416b6,78,7,6495.57,927.94
382eba1f-ea7d-4463-839c-15ff68858bba,210,9,5366.52,596.28
383fddcb-d028-4e8c-9698-8683ca629c01,124,2,640.38,320.19
384fe74a-e0da-43a3-9664-4a896098de4f,46,12,11127.32,927.28
386d32f0-f978-4fbf-8c33-690f10348765,2,10,6421.6,642.16
38aa3b62-0e10-4d41-ad7f-52b727f2ee82,185,6,6192.85,1032.14
38bc3c9e-9398-41ef-8acd-bbba2660b891,17,10,10672.33,1067.23
38d26e3a-16d0-4959-be40-67b6266f6abd,60,9,4830.2699999999995,536.7
38ddd154-0e56-476e-a6f7-5d971c44a2cc,19,10,12067.22,1206.72
38ef0f1c-72f7-4f02-9af9-2b8d8158678f,73,7,2950.81,421.54
38f01613-f1e9-494c-9eda-158e8b209068,31,10,10390.48,1039.05
38f18f43-a3e7-4b90-94c1-62fa689c1e28,139,9,7010.77,778.97
3905ba47-6443-499a-8d39-f3978b6bcd4f,399,3,732.2,244.07
39141ff8-0986-47aa-a108-4eb4f6eea4b6,45,2,988.41,494.2
3929cb6b-72ac-4f7e-a60e-879e6667f2fa,441,7,4502.47,643.21
3972ff11-013f-4fea-8e74-132b58e0adb3,137,2,791.86,395.93
399065b2-251e-4ee7-af28-1381021862fa,172,13,7026.0599999999995,540.47
39b02413-a656-49ae-a4ce-425d0398e2c4,151,8,6969.65,871.21
39faf4cb-ca98-45e7-951c-b393ee23b849,4,9,5740.91,637.88
3a33788f-8162-4c49-8806-6616c4d83138,131,5,5644.2,1128.84
3a44b66b-bd37-43d8-8289-4884cbeb2f3c,445,2,441.57,220.78
3a5b198c-e994-446b-aded-196717255a4b,87,5,2379.64,475.93
3a81e9b4-aedc-4185-9dac-0dbf472582a1,495,1,588.65,588.65
3a983861-5ed6-4be9-970a-326e6242baed,156,4,2382.1400000000003,595.54
3aaefb68-d9cb-4145-9350-01d6d7699862,38,5,2652.33,530.47
3ab234f2-d6a6-4e3c-afd2-eba20da2f67d,34,12,11030.33,919.19
3ad94b5c-0c0a-4e21-8bdf-c4e5e310414a,27,9,10496.35,1166.26
3b38cc4a-b5b9-4a0d-9fcb-45e0cdb96111,212,8,5463.21,682.9
3b3ee8b2-a6a0-44dd-af08-97b67a402ea4,18,6,7110.6,1185.1
3b4b80a2-3142-49d9-97f2-e125aa746431,103,11,9565.47,869.59
3bdc3627-75c2-4885-9184-e233cd63c90a,7,9,8070.6,896.73
3be30288-eefd-4b41-96d8-effedf2975b7,705,1,510.18,510.18
3c135dd1-c8d4-4acb-b8e7-615c963c69e0,85,7,6155.26,879.32
3c44501b-4533-4c66-be49-84004157af42,116,9,7246.339999999999,805.15
3c71251e-68b4-4369-8b9a-7a73657ce668,33,7,3607.54,515.36
3c8fd342-4f77-45aa-bb6a-621afec716fc,126,6,5628.91,938.15
3ccb4ee6-76ea-438d-a88d-299880270ceb,556,1,1807.7,1807.7
3d15ce0f-1450-4bbe-9db6-a3590ab137f1,57,14,8126.87,580.49
3d1aeaa0-8684-4da5-a208-113f09099e10,19,15,12199.09,813.27
3d1deb15-541e-425d-993f-a1a936d82c0f,112,4,3530.9399999999996,882.73
3d2dd380-5890-4ac3-a345-949a3248360b,153,1,420.34,420.34
3d3a8ae5-2fc2-4782-852d-3bb9b6ebd1a4,94,7,4407.9,629.7
3e0050e4-a880-4c45-a59b-43c90ddd3ca4,277,4,1665.5,416.38
3e1e6c7f-fbd9-48b8-b14b-598000c197e1,59,8,5061.1900000000005,632.65
3e5ce452-f676-4332-b840-a69cfe7de67f,43,4,3833.77,958.44
3e9d9a5a-8f93-4fd6-b71c-a90cd80b5ca6,207,11,8284.32,753.12
3eacc7f5-df23-4771-9c2c-ae09b0c3c13a,70,5,3707.21,741.44
3eb4a73c-eb2e-405d-be46-65514f9b3d51,385,5,2916.4500000000003,583.29
3ef32a06-16de-40cb-a363-65e2db6fbc40,149,3,1269.72,423.24
3efaee5d-551f-4778-99d2-98354fe1969e,126,8,4701.95,587.74
3efb32ea-8344-4197-a69a-64d91018afe8,100,2,2169.63,1084.82
3f41fb19-092f-4155-a7dd-e2f36772eb00,50,8,9844.71,1230.59
3f73e7c4-7ebb-4877-abc3-a879d5476f0a,140,9,7753.23,861.47
3facfe15-aad7-4005-8b8a-97b425b5973d,100,14,12202.23,871.59
3fbafc8d-0d9d-43e2-8373-9507274b5fa2,47,6,3599.41,599.9
3fc6190c-30ed-47b0-8c50-f3c5e2e10dc9,574,1,544.8,544.8
3fc84f0c-3978-43bf-98c5-20457ed9874d,28,8,7165.6900000000005,895.71
3fd24443-d3e8-468b-a1e3-edc9e9a8742b,150,9,3084.0,342.67
3ff4e6d6-b0a4-4c0d-abab-9d527949a6d8,2,9,7975.16,886.13
4009040e-0fd9-46d5-accd-8512bf8b0390,327,2,1593.3,796.65
401fc18b-1043-4586-bf03-f854ae2942b8,230,7,5567.6900000000005,795.38
4026bb4b-9cdb-4139-909b-dd93105e42fa,158,11,7295.549999999999,663.23
40459a46-ae72-4129-94f5-d4c3c4eb30bb,177,5,4628.15,925.63
406251c8-9f34-4a7b-89f4-4eaf179139b7,139,7,2746.31,392.33
40a89bd1-5a07-4d39-a6de-a2978fa5e3fd,128,12,7837.02,653.08
40bab495-992b-471e-9db1-f172783eb8f0,45,14,9552.31,682.31
40d41549-691a-41ab-b84e-8ea6bc63c902,684,1,1491.06,1491.06
40e78aab-c15f-4521-8065-314fccb4ec50,543,2,1863.5100000000002,931.76
40f26778-4b37-4b4d-8ddd-3a9bbe699f74,244,4,3087.99,772.0
410461ab-1eef-411d-8ab4-728e1c302c05,31,4,3510.69,877.67
412d9b74-8cb0-4d6d-b199-f7215a8647b3,64,11,7564.29,687.66
41336edf-a70a-4dd1-95f0-42de09e9a516,515,5,4227.25,845.45
41398af2-a801-4b1c-aaa0-901498dd9477,158,5,2988.4,597.68
4148e855-9b85-4aec-8ab2-7946e3155d1e,153,10,5104.4,510.44
41b445d5-1410-4b65-adfa-0992ecccd7f4,98,11,8943.140000000001,813.01
41c72b8b-0e2f-412f-a91f-beda549f47fa,282,2,2147.26,1073.63
42039a5e-a6e5-4ffc-a933-3ba1a0c2ca2f,126,8,6076.42,759.55
420e07a8-5cb6-46e3-83f3-4810539bb3a4,25,10,8830.56,883.06
4221d98c-82e6-4c2a-8957-eccda99279ea,59,7,2786.94,398.13
42740c11-f197-4822-987a-5740c66528a1,31,12,12077.38,1006.45
42777cf2-952f-421d-9208-cfa2ecd4a81f,261,9,6080.29,675.59
427bd177-4294-4861-b768-f1ec3349c3af,156,5,1329.31,265.86
42a5284c-156a-4b74-b82a-eb587dadadd9,70,12,10272.27,856.02
42d8ae75-f6ad-4a8a-92db-9bdd87e418e8,111,6,2452.65,408.78
42e0aa8a-bcca-46f9-890b-ad2e9225abf5,73,7,7272.26,1038.89
42e1e5e8-c1c5-4847-8780-c2f8d77c01a8,123,3,1418.64,472.88
432f6563-443b-4bdc-aa39-533542a19d42,207,7,8117.99,1159.71
43556c93-d9ca-4442-bf37-646caa3cde74,154,11,9927.59,902.51
436325b0-dc66-4ef1-8ae0-434e93ff5f17,123,5,5089.93,1017.99
438f1aaa-5ee2-4315-954d-e1546ccb0a36,17,7,3505.7299999999996,500.82
4394b068-1045-4ac7-a215-687d2099cbed,258,8,7279.610000000001,909.95
4397b605-4def-49fc-b284-b67504b743d7,106,9,4846.0,538.44
4420ecaa-ae5e-425d-8760-3b24f7de8994,113,3,1471.46,490.49
4423aefe-235d-4a1f-8131-c9b045a14b95,206,9,7096.79,788.53
4446dd85-eae3-4517-a4ac-b4b81f6dccc1,27,7,6253.1,893.3
446f3587-b891-49f4-a086-5ca070d7a948,60,6,3556.88,592.81
447b2048-a451-499c-bc1b-03acc46065e2,84,6,3366.67,561.11
448d3fdd-02df-4f44-b191-e996f1cc6960,407,1,103.08,103.08
44acc922-16c0-44b3-8608-acf08e2e760b,54,5,2766.26,553.25
44b55a86-1939-4250-8259-2e52cb8f846f,227,2,3891.9300000000003,1945.96
44bf3cd7-5367-410a-bf03-1890bc84cc06,205,2,1336.67,668.34
44c5ec45-9a0c-486b-ad56-f19d587e899b,233,12,12342.99,1028.58
454413fb-51f9-4560-9dc1-dd1d87ff6b40,102,6,9006.06,1501.01
455474cb-dd9b-462f-8134-c9525671a54b,115,2,916.6300000000001,458.32
4573580f-d0f0-4fac-bb36-73882d21e351,32,8,3392.63,424.08
457f2f6a-193e-4b1a-9b54-64cf9482f2ca,216,4,3052.9100000000003,763.23
45812bc2-2522-4e2b-a871-f395f047e480,481,2,1059.87,529.93
45df44c8-5276-4b5a-910a-c0d919b080a8,180,5,3575.38,715.08
460da6b3-5f79-418b-9e77-5f838a13d8d8,184,9,11385.630000000001,1265.07
465649c1-0932-410e-bcbe-c47c2abd2048,563,1,1595.9,1595.9
467b8844-acb4-4551-9b2b-ffc0e57914d3,239,3,3804.56,1268.19
46822705-29b0-4ad0-abda-e4427fb07cff,184,2,1829.2600000000002,914.63
4689421d-5622-42ee-acfc-fa0a895838cc,426,1,707.36,707.36
468cf2c9-c993-4517-9e46-36e661a2f0e6,156,4,6325.55,1581.39
46a6011b-0c02-43cc-b8c7-9623b1a56849,13,8,6070.450000000001,758.81
470a0572-b74c-4a20-b16c-fb9c81c969d8,118,10,9607.09,960.71
4735b949-091a-4fa8-a8f3-2990ddac59a4,119,4,2929.12,732.28
4794551d-7b44-4e18-908f-14086ddf23f7,43,2,658.6099999999999,329.3
479c5bde-e5f6-4585-9f1c-5f4b79e10e0b,35,11,7126.92,647.9
47bb12e6-2ad2-43c8-8d27-438ec6b3f6cd,240,2,2068.34,1034.17
47cc9d6f-53ab-4d05-b9bb-cbf294688640,84,8,2509.39,313.67
4811c12e-3f51-4bb7-9852-973a586f1b5c,68,3,887.2,295.73
4822b5f0-111e-441a-ac8e-c77ef844b523,104,11,4768.95,433.54
4840ad04-9110-42fb-b9da-183133ece6f6,4,6,3407.47,567.91
48755a81-a272-4971-b03c-04d96677e404,513,2,1990.26,995.13
487d8417-b4ee-475d-b933-73ff1b15170e,45,10,9235.53,923.55
48823b20-982f-436a-8c26-aa8e82bdb93a,78,10,6192.34,619.23
48bdb8f9-eed6-4872-857c-8bebfc32df86,261,7,4523.32,646.19
48c602dd-6871-4db1-ac2f-e67d8110c79d,126,3,1721.72,573.91
48db89d7-51d9-4715-bc43-85bb2cddaf90,22,12,9842.130000000001,820.18
4906ed24-179e-4322-83e2-166572b0dcbb,69,8,7978.76,997.34
49228dc0-41d9-465b-a6d3-046cc3dcc985,33,4,1760.74,440.18
492d1987-a367-4d9f-a3f7-641fd7e30f0e,261,1,1240.45,1240.45
493678fb-278f-41fe-b048-307fae7458ff,18,11,5921.41,538.31
49577986-9f32-4439-99f0-b380ec1938ef,19,14,7708.04,550.57
4977faa6-f600-4355-9030-6746b5d6f788,80,14,11341.64,810.12
498d4203-ab1b-4b53-8163-190c0f549809,131,5,4832.51,966.5
49cfeeda-53ae-4b2e-8a36-18c2ceec4406,10,6,3867.2599999999998,644.54
49ddc0a0-aa7c-4eaa-94da-5b5fe7510c41,4,10,8403.35,840.34
49deed88-421b-4258-a40b-faf60cb874ff,1,12,9124.99,760.42
49ea3832-5673-4879-b635-7c00cc11f2c1,728,1,1360.56,1360.56
49f3c27c-0892-4bf6-b05e-e23299730492,12,4,3375.59,843.9
4a1aef5f-ba85-469e-ae58-c53872ca57f0,5,8,5933.95,741.74
4a1def51-9991-4c7b-aaaa-29fe3c709d9b,62,2,679.72,339.86
4a473c8e-3c02-407a-ac6c-71d58fcc511c,107,13,7236.21,556.63
4a679c7a-4d5b-4097-8afc-0875c81458da,115,6,7355.21,1225.87
4a6add35-42a9-44e0-911d-736eec7fb563,73,7,7634.53,1090.65
4a6e819b-b0b0-4540-9acd-f833d3d99a76,6,9,7381.42,820.16
4a7a2867-00a7-445a-8c83-328c42649ac4,502,1,1004.32,1004.32
4ab4c421-f2e4-46e5-b3d5-309affbb761c,63,11,10346.31,940.57
4abb5595-1286-4616-9379-6a4dd1d0eae2,299,4,1317.49,329.37
4ae24b3b-2ca5-4c26-9f48-4381d9bd0e15,325,3,1853.3400000000001,617.78
4ae77c2a-2d39-4f24-a312-2723b33cec3b,408,1,122.25,122.25
4af7b755-aa4c-4ea0-927d-e48a7810b471,244,1,411.83,411.83
4b13c70f-4d55-4cf9-9b3a-baf17395f581,503,1,148.21,148.21
4b270107-8158-44f9-a8ee-c205a5622ae2,22,5,4941.35,988.27
