Username,location,date,content,Rating,Category
PAUL RAINVILLE,US,"Jul 25, 2024Verified","More IS More - Thank you!Your website and blog are great in the sense that the more information you provide the easier the installation and more satisfied your customers will be. I'm thoroughly satisfied with the product, and installation went as planned without any surprises. Your blog in particular, with correlated color temp visuals really helped me achieve desired results.Date of experience: July 01, 2024",5,Home
Jeffrey,US,"Aug 16, 2024Verified","The BESTThese guys are the best!  Very helpful and always willing to walk me through what I need to make a project right.  I personally keep coming back because I get a live person on the phone who knows their product inside and out.  Shipping is fast! Date of experience: July 26, 2024",5,Home
Evan Smith,US,"Mar 6, 2024Verified","An awesome company and experience!! A great experience! Awesome instructions. Very plain and simple installation. And one little glitch with two small of a transformer and they immediately shipped out a bigger one. I will definitely do business with this company againDate of experience: February 14, 2024",5,Home
Very Satisfied Customer,US,"Jan 25, 2024Verified","Great product and customer experienceSolid Apollo was the only company I could find that had an LED strip light that is close to incandescent lighting. They have a 2400k candlelight that will work awesome for our bookshelf project. Service is outstanding, I’ve been working with Andrew and he is awesome!Date of experience: January 03, 2024",5,Home
RK METALWORKS,US,"Mar 19, 2024Verified","So I am a FabricatorSo I am a Fabricator, I design custom metalwork and then build it for clients. And I did my research on several companies to not only deliver a trust worthy product but also give me sound tech support. These guys won by a long shot. They literally took my idea and helped me develop an order list. And I must say it worked seamlessly. If I had one complaint it would be the price. I feel that the prices are quite a bit high. But I know that I’m getting exactly what I need when I order from them. Date of experience: February 26, 2024",5,Home
Mario Benitez,US,"Sep 13, 2024Verified","Great Products and Expert helpAndrew was a tremendous help! He clearly knows his products and helped me layout and design my undercabinet lighting, with great suggestions and tips. Date of experience: August 01, 2024",5,Home
Brock Sarvis,US,"Feb 28, 2024Verified","Solid Apollo has great customer…Solid Apollo has great customer service. I wasn't sure what lighting system to use for my project and reached out with a question that was answered promptly. They have quick turn around times and competitive pricing.Date of experience: February 06, 2024",5,Home
Paul Willette Electrical,US,"Nov 7, 2023Verified","Knowledgeable staff and great productsThe staff is knowledgeable and very helpful.  A couple questions were asked that led to a better solution that I was aware of.  Parts came as expected and assembly was straight forward and easy.  The led strip works well and looks fantastic.  I am an electrical contractor and found Solid Apollo great to work with and will gladly use them again!Date of experience: October 16, 2023",5,Home
VICTOR GONZALEZ,US,"Nov 27, 2023Verified","As an electrical contractor i can…As an electrical contractor i can really say that they are a great company they deliver what is advertised and keep there delivery date . Also when you call and have a question they are very knowledgeable and give you advice and help you out . Will definitely order from them in the futureDate of experience: November 06, 2023",5,Home
Starlight Electric of Central,US,"Aug 8, 2024Verified","Solid Apollo has a very well designed…Solid Apollo has a very well designed website which makes it easy to find the products I need and also to check out any new products that might help me to step up my game. Pricing is fair, shipping is fast and not overpriced. All their products are top notch quality and well designed. Date of experience: July 18, 2024",5,Home
CHRISTOPHER DENSON,US,"Mar 14, 2024Verified","They called me before shipping my errorI ordered a power supply and a roll of LED lights. During packaging of my order, they noticed that the power supply that I ordered was not the one I needed to power the lights. They actually called me to check if I meant to purchase that power supply or if I wanted one that would work with the lights I purchased. That avoided me from receiving my order with the wrong power supply and having to return it and wait to use the lights. They even made the necessary changes to my order over the phone. I really appreciated the phone call instead of just packing the order and shipping it!Date of experience: February 19, 2024",5,Home
Jeff,US,"Feb 2, 2024Verified","Andrew and Cameron have been great with…Andrew and Cameron have been great with support!   We are completing a project that has been in the works for over a year.    Really helps to have accessible and in depth support available on the job site.    Much appreciated.   Hope to finish this project strop in the next 2 weeks.Date of experience: January 12, 2024",5,Home
Bayra Amar,US,"Oct 29, 2024Verified","Great companyThey were helpful at figuring out our specific needs and fast at delivering the product. Good prices too.Date of experience: October 07, 2024",5,Home
Tony Wilber,US,"Feb 1, 2024Verified","Wrong Stuff, fixed right away!I ordered some connetors ( the ""t"" shaped ones).  When the package arrived,  The items were the ""L"" shaped connectors.  I emailed Apollo and promptly got a response.  They told me they'd send the correct item ASAP.  The correct items arrived!  Happy customer!I have their website book marked for future purchases.Date of experience: January 09, 2024",5,Home
William Humphries,US,"Mar 25, 2024Verified","The website is poorThe website is poor, images of the items are difficult to see, and trying to find products that work together is a chore Date of experience: February 28, 2024",2,Home
Jeff Gilbert,US,"Nov 11, 2024Verified","The replacement was quick and without…The replacement was quick and without issue. I was able to get our customer the replacement parts and kept them happyDate of experience: September 27, 2024",5,Home
Dawn O,US,"Apr 9, 2024Verified","LOVE!!!This is a great, quality product that my husband and I are absolutely wowed by!  The spectrum and hues of color coming out of these lights are gorgeous!!  We will only buy from Solid Apollo in the future!!!  And the customer service is top-notch!!  Great company and great products!!!!!!Date of experience: March 19, 2024",5,Home
Peter Castanon,US,"Jul 10, 2024Verified","ALL of the Solid Apollo guys are SUPER…ALL of the Solid Apollo guys are SUPER responsive and deal w/ warranty / other issues in a SUPER professional manner.  They are my GOTO CHOICE for ALL of my LED lighting.Date of experience: May 17, 2024",5,Home
Richard,US,"Jan 30, 2024Verified","Easy to use online catalogEasy to use online catalog. Products are great. I have been purchasing for years. If needed customer service is very helpful. Receive items quickly even being in FloridaDate of experience: January 09, 2024",5,Home
Zach Zweifel,US,"Dec 26, 2023Verified","Will Buy AgainI had a need, I came across your website and you had everything I needed. On top of that, I received the product on time and it was everything you said it would be. In this day and age, if you  can deliver on all those things, you're doing a lot of things right. I'm a lighting designer and installer. Between the service so far and the vast array of products, I can promise you I'll be ordering again and I can't wait to start diving into more of these products. Thank you for helping to make our project a success.Date of experience: November 10, 2023",5,Home
Alex,US,"Jan 2, 2024Verified","LED Neon Rope – would use again!I enjoyed my experience ordering from Solid Apollo. Cameron was communicative about my order status and also was there to answer any questions I had about products. Quality LEDs for our retail photo op project.Date of experience: December 11, 2023",5,Home
Kurt,US,"Nov 27, 2024Verified","Easy online orderingEasy online ordering.  Fast delivery. Had the hard to find parts I needed. Date of experience: November 06, 2024",5,Home
BRS,US,"May 30, 2024Verified","Trusted ExpertiseThe folks at Solid Apollo are true experts and made our project possible.  They provided expert service and advice as well as first class products.Date of experience: May 03, 2024",5,Home
Groundhog,US,"Oct 18, 2024Verified","They were able to help me get the best…They were able to help me get the best product for the customer. They also helped out with technical problems I had installing.Date of experience: September 06, 2024",5,Home
James Rozanski,US,"Nov 14, 2023Verified","""Z's"" reviewI was welcomed and led into a conference/demo room where all of my questions and concerns were addressed.  I was given alternatives to address my current project. I purchased the equipment required to complete my project on the spot.Date of experience: October 24, 2023",5,Home
Kevin G,US,"Sep 18, 2024","Always a pleasure doing businessAlways a pleasure when doing business with these folks. This is my 3rd boat that I am putting on the LED Neon MAX lighting. Great products and well made. Also, the service is top notch.  I recommend them to friends on the lake all the time. Date of experience: August 19, 2024",5,Home
Michael Dolan,US,"Jan 10, 2024Verified","Very impressed with customer service…Very impressed with customer service and time they spent with me figuring out what materials I needed to complete my project. Received everything as ordered and project was a success. Thank youDate of experience: December 20, 2023",5,Home
Daniel,US,"Jun 18, 2024Verified","Great serviceRemembered my project from 10 years ago and was able to directly help with getting the problem resolved. He made a follow-up call as well to see how I was doing.Date of experience: May 06, 2024",5,Home
Donald Grossi,US,"May 6, 2024Verified","I made a mistake on my order and they…I made a mistake on my order and they called me to ask if that was what I really wanted and it wasn't so they corrected the order and I got it in a couple of days.Great customer Service and outstanding products.Date of experience: April 15, 2024",5,Home
Rick,US,"Sep 18, 2024Verified","Fast shipping and great serviceThe lighting arrived quickly and they worked out of the box.  The remote also worked but the remote needs to be in the line of sight with the control box provided.Great product and customer service.Date of experience: August 27, 2024",5,Home
Robert Dalton,US,"Dec 10, 2024Verified","Placed order hassle free and arrived…Placed order hassle free and arrived when scheduled Date of experience: November 19, 2024",5,Home
Howard,US,"Apr 22, 2024Verified","Solid Apollo - Excellent Products and Customer ServiceSolid Apollo has excellent product and customer support.  We've been buying from them for years and been well served.We highly recommend the them.Date of experience: March 28, 2024",5,Home
Thomas,US,"Mar 31, 2024Verified","Though the product was backordered we…Though the product was backordered we got it in a reasonable amount of time did not holdup the project and it was as good as we hoped when it arrived we called with a few questions and answered promptly and helpfully Date of experience: February 15, 2024",5,Home
Tim,US,"Dec 26, 2023Verified","Patio LightingEverything went great. Customer service answered all my questions before I placed my order, so I was able to order everything I needed to design the lighting system for my patio.Date of experience: December 04, 2023",5,Home
Justin G.,US,"May 3, 2024Verified","LED sheets are a must buy!Great product with quick shipping. The flat LED sheets are a very unique offering that really fills in a gap in our manufacturing hereDate of experience: March 21, 2024",5,Home
Kim Hartman,US,"Jan 16, 2024Verified","novel productgreat product, shipping issues. USPS broke the shipping tube resulting in a bent aluminum track.Date of experience: December 26, 2023",4,Home
Margie Trebino,US,"May 8, 2024Verified","I’m a total idiot when it comes to this…I’m a total idiot when it comes to this tech stuff.  The guys at Apollo were amazing.  I called multiple times they were always patient and guided me to the right projects.   The lights are installed and they are incredible Date of experience: April 17, 2024",5,Home
ChelseaMcGlynn,US,"May 7, 2024","Great company!!!Great company to work with, I have bought products from them for a few years and they are responsive when I forget things and shipping is quality Date of experience: April 30, 2024",5,Home
Kevin Hernandez,US,"Jan 30, 2024Verified","I likeGot what I wanted and even when my package was bent due to shipping they sent me replacement parts right away. Really like what i got and their customer service is greatDate of experience: January 08, 2024",5,Home
Abe Mogannam,US,"Dec 7, 2024Verified"," Great service!I needed an item immediately and reaceived it the next day.Date of experience: November 15, 2024",5,Home
CDuzinsky,US,"Aug 2, 2024Verified","Great communicationGreat communication, quick shipping, and very knowledgeable about all manners of LED lighting...  been my go to place.Date of experience: July 12, 2024",5,Home
Tom,US,"Jan 2, 2024Verified","Fantastic company and productsI’ve now ordered twice from them. The website is super easy to navigate, everything is shipped super fast and the product functions and looks great. I will continue to use them for all of my lighting needsDate of experience: January 01, 2024",5,Home
Mike McDonough,US,"Apr 4, 2024Verified","Great company to work withGreat company to work with, I have bought products from them for a few years and they are responsive when I forget things and shipping is qualityDate of experience: March 14, 2024",5,Home
darren patt,US,"Jul 30, 2024Verified","Great product knowledge!The people at Solid Apollo really know their stuff, I always have a great experience and truly appreciate their depth of product knowledge.Date of experience: July 09, 2024",5,Home
Dan Johnson,US,"May 17, 2024Verified","Outstanding Customer ServiceMy order got damaged during shipping. The customer service was amazing. A replacement was shipped promptly, and I'm very happy.Date of experience: April 26, 2024",5,Home
Steven Howard,US,"Nov 13, 2024Verified","Great helpI have had a great experience. When I call in everyone is helpful.  Date of experience: October 02, 2024",5,Home
mr. sparky,US,"Nov 28, 2023Verified","Amazing serviceIt has something to be said for an organization that actually answers there phones. Amazing customer service. We will definately order again.Date of experience: November 07, 2023",5,Home
Santiago Briones,US,"Dec 29, 2023Verified","Customer service personnel have been…Customer service personnel have been helpful. It was easy to conduct the purchase. The product is holding well up to now.Date of experience: November 16, 2023",5,Home
Kreg Shane,US,"Nov 2, 2024Verified","Cameron was very helpful in guiding me…Cameron was very helpful in guiding me to the items that I needed to order. Date of experience: October 11, 2024",5,Home
customer Michael W Willard,US,"Nov 23, 2024Verified","Quick easy service with a very…Quick easy service with a very knowledgeable sales repDate of experience: November 01, 2024",5,Home
"CP Landscapes, Inc.",US,"Oct 23, 2024Verified","Wire CouplersIt is easy to order, ships efficiently, and thus far is a great product that is easy to install. (wire couplers and Tees)Date of experience: August 23, 2024",5,Home
Paul May,US,"Jul 23, 2024Verified","The lights were well packaged on…The lights were well packaged on arrival. Staff was very helpful with choosing the right fixtures. Date of experience: June 10, 2024",5,Home
Terrence O'brien,US,"Dec 17, 2024Verified","Helpful info…good serviceDate of experience: November 25, 2024",5,Home
Serghei G.,US,"Mar 29, 2024Verified","Volta Electrical EndorsementAs a dedicated customer for over five years, Volta Electrical stands firmly in its support for Solid Apollo LED. Our extensive experience with their LED lighting products has consistently demonstrated their unwavering commitment to professionalism, quality, and exceptional service.Product Quality: Each LED product we’ve incorporated into our projects has not only met but often exceeded our high standards. The durability and performance of Solid Apollo’s LEDs have played a pivotal role in the success of our electrical solutions.Solid Apollo’s team has consistently displayed a profound level of expertise and courtesy. Their attention to detail and the ability to understand our needs has resulted in a seamless collaboration every time.In conclusion, Volta Electrical highly recommends Solid Apollo LED to any professional seeking reliable and high-quality LED lighting solutions. Their products and services have not only illuminated our spaces but have also brightened our business prospects.Date of experience: March 06, 2024",5,Home
Harvey Martin IV,US,"Oct 31, 2024Verified","You won't be disappointedThe products they sell are great and the customer service.... superb!!!! Hands down the best I've ever dealt with.  Thank you!!!Date of experience: October 10, 2024",5,Home
John Pugh,US,"Jan 30, 2024Verified","We had a problem with a transformerWe haf a problem with a transformer, they welcomed it back, tested, validated and returned promptlyDate of experience: December 18, 2023",5,Home
Ralph Mossman,US,"Feb 3, 2024Verified","Really easy to work withReally easy to work with. I had to return things a number of times because I wasn't sure what would work. The process was smooth and I ended up with something perfect that I love!Date of experience: December 22, 2023",5,Home
Timothy,US,"Jan 12, 2024Verified","I like the products availableI like the products available, and deliver was fast. Packaging was very good, and kept even the long delicate tracks safe.Date of experience: November 30, 2023",5,Home
JLuck,US,"Aug 29, 2024Verified","Service and shipping were first classService and shipping were first class.  Even though I had ordered the wrong part,  the return was easy and seamless Good company. Date of experience: August 08, 2024",5,Home
justin bono,US,"Mar 22, 2024Verified","Have had many successful orders with…Have had many successful orders with Solid Apollo. Everything always works perfectly Date of experience: March 01, 2024",5,Home
Rod Reineke,US,"Apr 5, 2024Verified","I had a sizable project and Cameron was…I had a sizable project and Cameron was very helpful through the entire process. Very good company to work with!Date of experience: March 14, 2024",5,Home
Alan,US,"Jan 17, 2024Verified","Got excellent tech support in assuring…Got excellent tech support in assuring that my order included everything needed for proper installation. Purchased Akira under-cabinet high CRI light bars which were a dramatic improvement in the brightness and color of my kitchen counters and backsplash over my 8 year old previous light bars.Date of experience: January 16, 2024",5,Home
Mark Godonis,US,"Nov 7, 2023Verified","Second time I’ve ordered productsSecond time I’ve ordered products, great customer service, great products. Instant live US based phone support.Date of experience: October 16, 2023",5,Home
Mark C Norstad Norstad,US,"May 24, 2024Verified","Questions answered.I emailed with a question, got it well answered in less than a day. Very helpful, great customer service. Date of experience: May 03, 2024",5,Home
Ray,US,"Dec 5, 2024Verified","Everything arrived and worked as…Everything arrived and worked as described. Date of experience: October 24, 2024",5,Home
Kevin McLeod,US,"Dec 1, 2023Verified","Received the correct parts orderedReceived the correct parts ordered, in a good condition, in a timely manner. No complaints here.Date of experience: November 10, 2023",5,Home
CO Suhrco,US,"Feb 14, 2024Verified","They were very helpful and…They were very helpful and knowledgeable and basically told us exactly how to reinstall the replacement line. Thanks Date of experience: January 23, 2024",5,Home
jeremy kirby,US,"Mar 5, 2024Verified","The customer experience was greatThe customer experience was great.  They called us after ordering to help with new items.Date of experience: February 13, 2024",5,Home
Darrell Anderson,US,"Jun 25, 2024Verified","Cam did a great job answering any…Cam did a great job answering any questions on the products . Date of experience: June 04, 2024",4,Home
steve aune,US,"Sep 28, 2024Verified","The inverters were perfect application…The inverters were perfect application for our torch lights in our bar. Date of experience: August 16, 2024",5,Home
Joe Roth,US,"Jan 5, 2024Verified","The person I talked to was very…The person I talked to was very friendly and helpful. Will definitely use your company in the future.Date of experience: December 11, 2023",5,Home
Anna,US,"Mar 28, 2024Verified","Solid Apollo is are favorite vendorSolid Apollo always works with us and is able to get our orders out the same day. They are very kind, smart and saved our lives many timesDate of experience: March 07, 2024",5,Home
Greg Gallagher,US,"Mar 13, 2024Verified","Great customer service and the best…Great customer service and the best products in the business. Search no further. This is the company you want to work withDate of experience: February 21, 2024",5,Home
LT,US,"Oct 1, 2024Verified","Excellent serviceOnline ordering was easy -- and was completed quickly, accurately, and received in good order.Date of experience: June 26, 2024",5,Home
Richard Jordan,US,"Apr 1, 2024Verified","Keeping it simpleIt was everything I was looking for decent price good quality LED no dots tape light.Date of experience: March 11, 2024",5,Home
Christian Larson,US,"Nov 15, 2023Verified","Andrew and Cameron do a great job of…Andrew and Cameron do a great job of taking time to understand the parameters and challenges of we ach projectDate of experience: October 24, 2023",5,Home
Jim Coolbaugh,US,"Nov 7, 2023Verified","Techs explanation of the products and…Techs explanation of the products and how to utilize them.Date of experience: September 22, 2023",4,Home
Mark Anderson,US,"Jun 16, 2024Verified","Impressed with the genuine interest and serviceI was impressed that everyone was anxious to help me solve my problem even though the solution was only a $2.00 part!Date of experience: May 23, 2024",5,Home
Aaron Ost,US,"Feb 5, 2024Verified","Repeat business!This is my second order with Solid Apollo and they did a great job. Fast shipping and everything was as described.Date of experience: January 15, 2024",5,Home
Wayne Sandall,US,"Jun 15, 2024Verified","excellent trouble shootingThey answer the phone, found my order and quickly lead me through the troubleshooting. Date of experience: May 03, 2024",5,Home
Karin Nelson,US,"Nov 13, 2023Verified","Great productsGreat products, knowledgeable sales people and an excellent price point.Date of experience: October 02, 2023",5,Home
Jeremy Best,US,"Aug 7, 2024Verified","Online orders Online orders are fulfilled and shipped quickly! Customer service is always helpful in pairing the correct components Date of experience: July 16, 2024",5,Home
Don Eklund,US,"Aug 15, 2024Verified","Professional and Experienced Sales TeamI appreciate the sales team's ability to expedite important orders and solve any problems that come up.Very responsive and professional, highly recommend.Date of experience: July 03, 2024",5,Home
Adeyemo Aderonke,NG,"Jun 11, 2024","I don't have eny experience before this…I don't have eny experience before this is my first time Date of experience: June 11, 2024",5,Home
Robin J Harris,US,"Jan 2, 2024Verified","Wonderful customer serviceWonderful customer service. Helped me figure out what to order and obtain a sampleDate of experience: November 20, 2023",5,Home
j bridges,US,"Aug 22, 2024Verified","easy to ordereasy to order, fast shipping and easy to work with when we had  a problemDate of experience: August 02, 2024",5,Home
Kevin,US,"Nov 7, 2023Verified","Great pricesGreat prices.  Products are available in short order, no long lead times.  Staff is very helpful and quick to respond.Date of experience: September 25, 2023",5,Home
Roberto González,US,"May 31, 2024Verified","Great customer serviceGreat customer service, were patient and answered all my questions. Date of experience: April 19, 2024",5,Home
Patrick Rabbitt,US,"Sep 26, 2024Verified","Had a technical issue and Cameron took…Had a technical issue and Cameron took care of it immediately. Very satisfied Date of experience: September 04, 2024",5,Home
Arian Vrangalla,US,"Dec 17, 2024Verified","Great product fast shipping !Great product fast shipping ! Date of experience: November 21, 2024",5,Home
Distributor Account,US,"Apr 1, 2024Verified","Excellent Customer ServiceCustomer service is excellent. Communication is clear, concise and promptly provided at order. The product arrived correct, on-time, and in excellent packaging.Date of experience: March 11, 2024",5,Home
Marilyn Robles,US,"Nov 23, 2023Verified","I was guided with the materials I…I was guided with the materials I needed to purchase as I was unsureDate of experience: October 11, 2023",5,Home
Ivan Turchik,US,"Dec 14, 2023Verified","Very organizedVery organized! Always getting professional advice! Love to work with you guys!Date of experience: November 01, 2023",5,Home
Brian Gerlach,US,6 days agoVerified,"Avant Electric IncGreat product Date of experience: December 16, 2024",5,Home
Lucas K.,US,"Feb 22, 2024Verified","Knowledgeable staff and fastKnowledgeable staff, full inventory, and quick turn around.Date of experience: February 01, 2024",5,Home
enzo,US,"Nov 21, 2024Verified","Great product & serviceGreat product & service, very knowledgeable & helpful on installation tips.Date of experience: October 30, 2024",5,Home
Pavel Puica,US,"Dec 25, 2024Verified","Good qualityGood quality, best customer service Definitely recommend Date of experience: December 03, 2024",5,Home
David W Kay,US,"Aug 6, 2024Verified","SupportTech was very helpful and responded quickly Date of experience: July 16, 2024",5,Home
Ethan Belknap,US,"Jul 31, 2024Verified","fast shipping and quick to answer…fast shipping and quick to answer questions.Date of experience: June 19, 2024",5,Home
Tammy Day,US,"Dec 6, 2024Verified","Good pricesGood pricesConvenient locationFriendly serviceDate of experience: October 21, 2024",5,Home
Pete Metlov,US,"Oct 18, 2024Verified","They stand behind there stuff They stand behind there stuff Great company Date of experience: September 26, 2024",5,Home
Pete,US,"Jun 11, 2024Verified","Great customer serviceGreat customer service, easy to work withDate of experience: May 21, 2024",5,Home
Dennis Scholler,US,"Dec 25, 2024Verified","Great customer service. Great customer service 👏 👌 Date of experience: December 04, 2024",4,Home
Mike Faerber,US,"Jul 4, 2024Verified","All great…product and delivery were…All great…product and delivery were wonderful.  I would recommend without hesitation.Date of experience: June 12, 2024",5,Home
Jeremy Owen,US,"Oct 8, 2024Verified","Free candyI go there for what they have. They have it and they sell it to me. Its a thing.They are nice enough and helpful. Date of experience: August 27, 2024",5,Home
Shawn Gygi,US,"Dec 27, 2023Verified","Good productsGood products, shipped fast and received without any issues.Date of experience: December 06, 2023",5,Home
JAY SCALES,US,"Oct 1, 2024Verified","Quick turnaround on components- good…Quick turnaround on components- good service Date of experience: August 20, 2024",5,Home
Christopher Peters,US,"Apr 5, 2024Verified","Great selectionsGreat selections, well made products quick to shipDate of experience: March 15, 2024",5,Home
Ken Cook,US,"Mar 22, 2024Verified","Responsive to questionsResponsive to questions, great products and helpful website. Date of experience: February 08, 2024",5,Home
Robert Smith,US,"May 9, 2024Verified","Everything was exactly as specifiedDate of experience: April 18, 2024",5,Home
Rene Thibault,US,"Mar 11, 2024Verified","Excellent customer serviceExcellent customer service, all questions were answered promptly and courteousDate of experience: February 09, 2024",5,Home
  Bill S,US,"May 22, 2024Verified","Personal service and project guidanceGreat products, prices, and personal service leading to successful projects.Date of experience: May 01, 2024",5,Home
Jeffrey Barnes,US,"Jul 15, 2024Verified","Got great productsGot great products.  Major help with my project.Date of experience: June 03, 2024",5,Home
Mark Borton,US,"Apr 24, 2024Verified","Product works great and is as…Product works great and is as advertised. Date of experience: March 11, 2024",5,Home
Jeremy  Soellner,US,"Nov 20, 2024Verified","Great qualityGreat quality.  Good customer service Date of experience: October 30, 2024",5,Home
Tymothy Voitsekhovskyi,US,"Feb 27, 2024Verified","Quick service and quality productsQuick service and quality products Date of experience: January 15, 2024",5,Home
Mykhaylo Podupeyko,US,"Nov 1, 2024Verified","Amazing customer service Real professionals with incredible patience for my endless questions :)Date of experience: September 19, 2024",5,Home
Fred,US,"Dec 1, 2023Verified","GREAT COMPANY!I have always had a good experience!Date of experience: October 19, 2023",5,Home
customer,US,"Feb 20, 2024Verified","Product was exactly what I was looking…Product was exactly what I was looking for.Date of experience: January 29, 2024",5,Home
Bruce Knowlton,US,"Apr 24, 2024Verified","Excellent customer serviceExcellent customer service - the representative knew exactly what I needed and advised on the correct product and specifications.Date of experience: April 02, 2024",5,Home
Ross Hancock,US,"Apr 2, 2024Verified","Easy website and prompt deliveryDate of experience: March 08, 2024",5,Home
Donald Engelhardt,US,"Feb 27, 2024Verified","They were very helpful and professional.Date of experience: January 16, 2024",5,Home
Hans Haynes,US,"Updated Jun 21, 2024Verified","Timing was good and price was very…Timing was good and price was very good.thank you HES,LLCDate of experience: May 20, 2024",5,Home
LR,US,"Jan 20, 2024Verified","Quality productQuality product. Quick delivery. Great customer service.Date of experience: December 08, 2023",5,Home
THOMAS WILHELM,US,"Jul 16, 2024Verified"," Customer Service #1Very helpful people. Customer Service #1Date of experience: June 04, 2024",5,Home
Susan,US,"Jan 2, 2024Verified","Everything It was seemless and easy.Date of experience: December 08, 2023",5,Home
David Pedersen,US,"Jan 25, 2024Verified","great productgreat product; excellent guidanceDate of experience: January 03, 2024",5,Home
SEED DESIGN ,US,"May 1, 2024Verified","The best service and productsDate of experience: March 07, 2024",5,Home
John  Cvikota,US,"Dec 4, 2024Verified","Customer service was excellentCustomer service was excellent Date of experience: November 08, 2024",5,Home
Andy Gaeta,US,"Jan 25, 2024Verified","Cameron customer service on pointDate of experience: January 02, 2024",5,Home
Kevin G.,US,"Nov 15, 2023Verified","Excellent service and product quality!!Date of experience: October 04, 2023",5,Home
Peter Sussman,US,"Nov 30, 2024Verified","Consistently fantastic.Date of experience: November 07, 2024",5,Home
Chat,US,"Nov 13, 2023Verified","Great prices and quick lead times.Date of experience: October 17, 2023",5,Home
Michael Davis,US,"Jun 13, 2024Verified","quickquick, and easy to work withDate of experience: May 22, 2024",5,Home
Denny O,US,"Dec 4, 2023Verified","EasyEasy, informative, receptive, knowledgeable, helpful,Date of experience: November 13, 2023",5,Home
William  Moyer,US,"Mar 6, 2024Verified","Fantastic customer service and knowledgeFantastic customer service and knowledge Date of experience: January 24, 2024",5,Home
John Wade,US,"Jul 19, 2024Verified","Great customer service!Date of experience: May 09, 2024",5,Home
Kevin,US,"Sep 30, 2024Verified","As expected.As expected. Date of experience: August 19, 2024",5,Home
Thuli Mkhwanazi,ZA,"Jul 8, 2024","Great experience ever.Date of experience: July 04, 2024",5,Home
J White,US,"Oct 1, 2024Verified","Excellent customer serviceDate of experience: August 20, 2024",5,Home
Jonghwan Kim,US,"May 1, 2024Verified","Best of Best LedBest of Best LedThanks Date of experience: March 19, 2024",5,Home
Debra Evans,US,"Feb 27, 2024Verified","Excellent product support.Date of experience: February 05, 2024",5,Home
Shaun Ibe,US,"Nov 18, 2023Verified","Great selection and customer experience.Date of experience: October 06, 2023",5,Home
ROB LOVE,US,"Aug 27, 2024Verified","Excellent customer serviceExcellent customer service Date of experience: August 05, 2024",5,Home
Thomas Bisceglie,US,"Feb 8, 2024Verified","Great customer serviceDate of experience: December 28, 2023",5,Home
Philip Toussaint,US,"Jan 25, 2024Verified","Great customer serviceDate of experience: December 13, 2023",5,Home
Jon Sleigh,US,"Nov 6, 2023Verified","It's a great productDate of experience: October 02, 2023",5,Home
Roger L Hall,US,"Nov 6, 2023Verified","Satisfactory resolution of concernProduct exterior shipping package was damaged during USPS handling.Solid Apollo internal shockproof bubble packing protected product from any apparent physical damage.Voiced concerns to Solid Apollo about potential for shortened electronic life of product.Solid Apollo responded personally same day, within 2hrs, heard my complaint, offered replacement, and informed me product warranted for 3yrs.After installing product it appears to function without defect.Solid Apollo made satisfactory account adjustment in compensation.I highly recommend Solid Apollo and will utilize them to supply LED products in the future. 5⭐️⭐️⭐️⭐️⭐️ rating.Date of experience: October 16, 2023",5,Home
David Hoffman,US,"Nov 4, 2023Verified","These guys are PROFESSIONALSThese guys are PROFESSIONALS! Very knowledgeable and helpful, fast service and always answer the phone. Before you start your next lighting project, give them a call!Date of experience: October 12, 2023",5,Home
Happy in Louisville,US,"Nov 3, 2023Verified","Got a call after placing my orderGot a call after placing my original order and the rep helping me was able to correct some things that made my project go really well! If you all hadn't reached out I would have been a little frustrated by ordering the wrong items (albeit my own fault). Thanks for your assistance!Date of experience: September 22, 2023",5,Home
CHAD SULLIVAN,US,"Nov 1, 2023Verified","They were very prompt and cooperative…They were very prompt and cooperative to remedy a problem I had with the product.Date of experience: October 11, 2023",5,Home
Justin,US,"Updated Oct 27, 2023Verified","Would not recommend.  Use a local supplier.  Don't order direct.The LED rope had color spots go out after installation and we had to replace 4 different runs with new rope.  This was factored as a bad install, even though we had no issues in other areas.  We also had a faulty driver that was not credited due to installation error.  The troubleshooting guide we called, said we probably shorted out the driver when installing it, and if we sent it back, they could do a diagnostic to verify.  We didn't waste any more time or money on sending this back, as the seller had already made their decision when talking to them on the phone.  I will always go through a local sales rep in the future to avoid these frustrating issues.UPDATE:  After seeing my review here, Solid Apollo reached out and gave me a full refund on the faulty LED driver and shipping costs. Changed from 2 stars to 3 stars.Date of experience: October 02, 2023",3,Home
James Morrin,US,"Oct 23, 2023Verified","High Quality LEDsThis product is awesome! So much better quality than what you get on amazon! It's hard to find good LED products but Solid Apollo is awesome.Date of experience: September 11, 2023",5,Home
Marisa Smith,US,"Oct 23, 2023Verified","BEST CUSTOMER SERVICE EVER!They consistently have the best customer service and highest quality products ever! As an interior designer, my clients always expect the best from me. I’ve used them for years for all my projects and for my personal projects. They never disappoint!Date of experience: September 28, 2023",5,Home
Conway Lunning,US,"Updated Oct 26, 2023Verified","Tape light is good. Connectors had issues but were resolvedTape light is good. Had issues with connectors staying in place but Andrew with Solid Apollo reached out to me and was able to resolve issue. I'm happy with the customer service that they provide.Date of experience: October 11, 2023",5,Home
KENNETH SARGAVAKIAN,US,"Oct 20, 2023Verified","Really great help and communication…Really great help and communication fromthe team on my project.Date of experience: September 28, 2023",5,Home
