brand,Category,price/value,reviewsCount,stars,Product
Spares2go,Electronics,14.39,,,"SPARES2GO LED Light Bulb Lamp for Indesit Fits Whirlpool Fridge Freezer (SES/E14, 220-240V, 2W)"
Long Life Lamp Company,Home,11.99,127.0,4.4,18w Round LED Globe Bulb E27 Edison Screw Base Cool White 5000k Equivalent to 162w
PHILIPS,Home,79.99,5.0,4.2,Philips 10 Pack Master LED Clear Candle B38 DimTone Lamp 5.5W (40W) B15 SBC Small Bayonet Cap | 2200k to 2700k | 470 Lumen | 25000 Hours | Car Air Freshener Included | 80+ CRI
FLSNT,Home,19.99,443.0,4.4,"FLSNT E27 Screw Bulb 60W Equivalent 4000K Cool White, 7W ST64 E27 Vintage Light Bulbs, Edison Screw Bulb 806LM, Non-Dimmable, Clear Glass, Pack of 6"
Swan Lightbulbs,Home,15.99,23.0,3.3,10 x Traditional 60W GLS Bayonet Cap (BC) Pearl Light Bulbs 240V B22d
Suright,Home,22.99,69.0,4.5,"Suright 2 Pack Rechargeable Light Bulb with Remote Control, 3 Color Temperatures, Dimmable E27 Detachable LED Light Bulb with Timer, Battery Powered Light Bulb for Non-Hardwired Lamps, Home Decoration"
LVWIT,Home,17.99,1368.0,4.6,"LVWIT E27 Screw Bulb,E27 Vintage Light Bulbs,5W eEdison Bulb E27,35W Equivalent,Spiral Filament Bulb,Garden Lights Bulb,E27 Led Bulb 400LM,2200K Warm White,Non-Dimmable (3 PCS)"
Terry's,Grocery,,1513.0,4.8,"Terry's Milk Chocolate with Orange, 157g"
KitKat,Grocery,,3537.0,4.6,"KitKat 2 Finger Milk Chocolate Biscuit Bar, Pack of 9"
SuperSelf,Pharma,16.9,1428.0,4.3,"Multivitamin Tablets for Men & Women - Multivitamins and Minerals with Omega 3 - Adult Multi Vitamins Supplements with 100% Daily of Zinc, Iron, Vitamin D, C, B12 & 26 Nutrients - 60 Tablets One a Day"
Amazon Basics,Home,15.94,5010.0,4.5,"Amazon Basics LED GU10 Spotlight Bulb, 4.7W (Equivalent to 50W), Warm White, Non Dimmable - Pack of 10"
PureShine,Home,21.99,93.0,4.5,"E14 Led Candle Light Bulb,Small Edison Screw,SES 4W Equivalent 40W, Warm White 2700K,400Lm,Pack of 12"
The Pretty Smart Food Co,Pharma,21.99,283.0,4.3,Powerful Multivitamins and Minerals - Multivitamin Tablets for Men & Women - Highly Bioavailable Vitamins & Minerals - 38 Ingredients & Herbal Extracts - 120 Easy to Swallow Capsules - Made in The UK
Club Vits,Pharma,6.99,302.0,4.5,"A-Z Multivitamin and Minerals Tablets, Vitamins for Men's and Women's, 23 High Strength Vitamins and Minerals Including Iron, Zinc Vitamin C and More (90)"
Celebrations,Grocery,,72.0,4.4,Celebrations Milk Chocolate Selection Box of Mini Chocolate & Biscuit Bars 185g
SCNNC,Home,11.99,52.0,4.0,"SCNNC C35 B15 Dimmable Halogen Candle Bulbs Small Bayonet AC 230V, Warm White 2700K, Clear SBC B15d Halogen Candle Light Bulb for Ceiling Lights, Chandelier, Wall Lights, Pack of 6"
Mars,Grocery,5.2,1554.0,4.5,"Mars, Snickers, Twix Chocolate Bars & more, 20 Mixed Fun Size bars, 358g, Chocolate Multipack, Ideal as Party bag fillers, Chocolate Snacks or in a Chocolate Hamper"
Ddlisu,Home,11.99,6.0,4.1,"Ddlisu B22 Bayonet Cap Energy Saving Bulb 11W, 2U CFL Low Energy Light Bulbs, BC Compact Fluorescent Stick Bulbs, B2U Bayonet Light Bulbs Warm White 2700k, AC 220V, Not dimmable, 3Pack"
Caldarax,Home,9.99,173.0,3.9,"42W B22 BC Bayonet Halogen Light Bulbs, Globe A55 B22d Bayonet Cap Light Bulb Dimmable 650LM Warm White 2700K, Halogen B22 Classic Clear GLS Light Bulbs for Chandelier, AC220-240V, Pack of 4"
Bulk,Pharma,6.88,49.0,4.5,"Bulk Multivitamin and Multimineral One a Day Tablets, 90 Tablets, 90 Servings, Packaging May Vary"
Belns Melns,Home,13.99,403.0,4.4,"Bayonet Light Bulbs 100W Equivalent, Cool White 6500K,13.5W 1520lm Super Bright LED Bayonet Bulb,Daylight B22 LED Bulbs, BC GLS Energy Saving Lightbulbs Bayonette, Non-dimmable, Pack of 6"
Simusi,Home,11.99,1577.0,4.5,"Simusi GU10 Halogen Light Bulbs, GU10 Bulbs 50W, 6 Pack Spotlight Bulbs AC 230V 50W, Light Bulbs Halogen Equivalent Energy 2 Pin 35° Beam Angle 2700K Dimmable Warm White"
Linx Create a Connection,Home,1.99,,,"Linx C37 Candle Opal 7W LED Light Bulb - E14 Small Screw Light Bulb, 3000K Warm White, 600 Lumens, 50W Bulb Replacement, 10-Year Lifespan"
paul russells,Home,7.99,643.0,4.6,"paul russells 4.9W LED GLS Light Bulbs Edison Screw E27, 40w Equivalent, 470LM LED Bulbs, 2700K Warm White, Classic Frosted ES A60 Standard Energy Saving Ceiling Lights Lamp, (Not Dimmable) Pack of 2"
HALOPIN,Electronics,6.04,2296.0,4.5,"2X OSRAM OVEN HALOPIN 25W G9 HALOGEN CAPSULE BULB,Warm White 2700K, 230//240V"
Eveready,Home,3.04,1992.0,4.4,Night Light Bulbs 7W E14 NIGHTLIGHT Bulb LAMP Pack of 2 (Packaging May Vary)
LumeGlow,Home,10.99,3.0,3.1,"LumeGlow LED B22 Bayonet Cap Light Bulbs, 9w (60w Equivalent), Classic Shape, 5-Year Warranty, Long Life (50,000 Burning Hours). Neutral White (4000k) (Pack of 6)"
Akynite,Home,7.99,1967.0,4.5,"E14 Cooker Hood Light Bulbs Cool White 6000K, 400LM, 230V, T25 LED 4W Replacement for E14 Tubular Bulb 40W 28W, Small Screw Extractor Fan Bulbs, ses Retro Filament LED, Not Dimmable, pack of 2"
DiCUNO,Home,5.39,487.0,4.5,"DiCUNO E14 LED SES LED Fridge Bulb, 3W (30W Halogen), Cool White 6000K, 300LM, Non-dimmable E14 Small Edison Screw Lamps for Home Lighting/Refrigerator/Cooker Hood/Night Light, Pack of 2"
Tailcas,Home,9.99,2997.0,4.3,"Tailcas G4 LED Bulbs, 1.5W 12V Mini Capsule Light Bulb AC/DC (20W Halogen G4 Lamp Equivalent), Bi-Pin Base JC Type Non-dimmable for Lighting Decor, Chandelier Home 10Pack (Cool White)"
Tapo,Home,7.99,13799.0,4.5,"TP-Link Tapo WiFi LED Smart Bulb, E27 Smart Light Bulb Alexa, 8.7W Alexa Light Bulbs, Works with Amazon Alexa(Echo and Echo Dot) and Google Home, Dimmable Soft Warm White, No Hub Required (Tapo L510E)"
Crompton Lamps,Home,5.11,407.0,4.4,"Crompton SUDS-Online for Bosch/Philips 40 Watt E15/SES Oven Lamp Light Bulb 300 Degrees-Small Screw Cap Fitting, E15, W"
EYLM,Home,12.79,216.0,4.5,"Vintage Edison Light Bulbs, Dimmable Screw Edison Bulbs Incandescent Light Bulb Globe Bulbs Retro Filament Lamp Warm Light 40w G80 E27 220V-4Pack"
humpun,Home,9.99,130.0,4.6,"G9 LED Bulbs, 5w G9 LED Bulbs Warm White 3000K, 560LM Energy Saving G9 LED Bulb, Non Dimmable G9 Light Bulbs, Equivalent to 40W G9 Halogen LED Bulbs, CRI 80 for Chandelier, Ceiling Lights - 6 Packs"
PHILIPS,Home,6.68,319.0,4.3,"Philips LED Classic A60 Light Bulb [B22 Bayonet Cap] 10.5W - 100W Equivalent, Warm White 2700K, Non Dimmable"
Milka,Grocery,1.3,5696.0,4.6,"Milka Happy Cows Milk and White Chocolate Bar, 100g"
DiCUNO,Home,9.99,35.0,4.7,"DiCUNO ST64 Vintage Light Bulb B22 6W, 60 Watt Equivalent, Antique/Retro Amber Glass Lamp, 2200K Warm White, Not-dimmable, Bayonet LED Filament Lamp Squirrel Cage, 660LM, 2 Pcs"
BrightArk,Home,6.29,17.0,4.1,"BrightArk E14 Candle Bulb 28W Dimmable C35 Bulb, Warm White 2700K E14 Small Edison Screw Bulb, AC220-240V E14 SES Candle Bulb for Ceiling Chandelier, Wall Light, Desk Lamp, Pack of 2"
Ledivion,Home,13.59,15.0,4.6,"Ledivion GU10 LED Bulbs Warm White 2700K, 5W 350lm Energy Saving Spotlight Bulb, 50W Halogen Bulb Equivalent, Non-dimmable, Pack of 10"
Valupak,Pharma,12.5,43.0,4.3,6 x VALUPAK MULTIVIT 50
LVWIT,Home,10.43,2124.0,4.5,"LVWIT B22 LED Filament Candle Bulb,C35 4W Edison Candle Light Bulbs,40W Incandescent Bulb Equivalent, Warm White 2700K,470Lm,Bulbs for Chandeliers,Ceiling Light Fittings,Non-Dimmable (6 PCS)"
LEDYA,Home,11.39,1817.0,4.6,"LEDYA Bayonet Light Bulbs 60W Equivalent, 9W 806LM B22 LED Bulb Warm White 2700K, BC A60 GLS Energy Saving Lightbulbs, Non-dimmable, Pack of 6"
Cadbury,Grocery,1.55,3889.0,4.7,"Cadbury Flake Chocolate Bar, 4 x 25.5g"
Lindt,Grocery,16.5,13390.0,4.7,Lindt LINDOR Assorted Chocolate Truffles Box
paul russells,Home,11.99,279.0,4.5,paul russells B22 Bayonet Cap LED Light - Pack of 3 – 13W = 100W Equivalent Replacement Bulb 1521LM Lumens 4000K Standard BC A60 GLS – Soft Bright Energy Saving Bulbs Non-Dimmable - Cool White
Cadbury,Grocery,25.84,9105.0,4.6,"Cadbury Heroes Chocolate Bulk Share Box, Assorted Mini-Size Milk Chocolate Bars, 2 kg (Pack of 1)"
Lepro,Home,11.88,2690.0,4.6,"Lepro E14 LED Light Bulb, LED Candle Bulbs Small Screw, 4W 470lm, 40W Equivalent SES E14 Bulb Vintage, Warm White 2700K C35 LED Bulbs, 360° Beam Angle, Clear Filament, Non Dimmable, Pack of 6"
Centrum,Pharma,7.8,1134.0,4.6,"Centrum Advance Multivitamin Tablets for Men and Women, 60 Tablets, Vitamins with 24 Essential Nutrients including Vitamin C, D and Zinc (Packaging and Tablet colour may vary slightly)"
Centrum,Pharma,4.85,9723.0,4.6,"Centrum Advance 50+ Multivitamin Tablets for Men and Women, 130 Tablets, Vitamins with 24 Essential Nutrients with Vitamin C, D and Zinc, (Packaging and Tablet colour may vary slightly)"
Belns Melns,Home,12.99,160.0,4.4,"E27 Halogen Light Bulb Dimmable 42W, Edison Screw Cap, 2700K Warm White 624LM 220-240V, Energy Saving Light Bulbs, Pack of 5"
Zipvit,Pharma,8.97,1237.0,4.6,Multivitamin Advanced 50 Plus Active Formula for Women & Men - 90 Vegan Tablets. Supports Bone Health and Your Immune System. UK Supplier. 3 Months Supply
Centrum,Pharma,10.0,1343.0,4.7,"Centrum Performance Tablets Multivitamin & Mineral Supplements, 60 Tablets, 21 essential nutrients, including vitamin C, D, and Iron (Packaging and Tablet colour may vary slightly)"
Vanke,Home,9.99,749.0,4.5,"Vanke Bayonet Light Bulb, 9w (60w Equivalent), B22 LED Bulbs Warm White 2700K Yellow Light, 806 Lumen, Non-Dimmable, Pack of 6"
Tony's Chocolonely,Grocery,3.5,9238.0,4.6,"Tony's Chocolonely Everything Bar - Milk Chocolate, Crunchy Caramel, Almonds, Pretzel, Nougat and Sea Salt - 180g, Fairtrade"
Lepro,Home,9.99,7284.0,4.6,"Lepro Bayonet Light Bulb, 60W Equivalent, Warm White 2700K, 8.5W 806lm B22 LED Bulb, BC A60 GLS Energy Saving Lightbulbs, Non-dimmable, Pack of 6"
EvaStary,Home,9.99,1458.0,4.4,"EvaStary 100W Equivalent Bayonet Light Bulb, 4 Pack 13W B22 LED Bulbs BC GLS Frosted Light, 6000K Daylight White, 230V 1200 Lumen for Indoor and Outdoor, Non-dimmable"
Vanke,Home,6.99,1230.0,4.6,"Vanke E27 Screw LED Bulb Warm White 2700K Yellow Light, 40W Equilavent, 6W Screw Golf Ball Light Bulbs, 470 Lumen, 3-Pack, Non-Dimmable"
Cadbury,Grocery,15.68,1664.0,4.6,"Cadbury Dairy Milk Big Night In Deluxe Christmas Hamper, Includes 10 Assorted Chocolate Bars & Bags, 1.04 kg (Pack of 1)"
Bassetts Vitamins,Pharma,6.25,1602.0,4.7,Bassetts Vitamins Adult Raspberry & Pomegranate Flavour Multivitamins 30 Gummy Pastilles
LEDYA,Home,11.99,2755.0,4.6,"LEDYA E27 Screw Bulb, 9W 806LM E27 LED Bulb, 60 Watts Equivalent E27 Bulbs, 2700K Warm White Screw in Light Bulb, Energy Saving Light Bulbs Screw, Non-Dimmable, Pack of 6"
Lindt,Grocery,30.0,20027.0,4.8,"Lindt Lindor Milk Chocolate Truffles Bag - Approx 80 balls, 1kg - Chocolate Truffles with a Smooth Melting Filling - Gift Present or Sharing Box - Valentine's Day, Birthday, Congratulations"
Lindt,Grocery,18.0,360.0,4.7,Lindt Lindor Assorted Chocolate Truffles Gift Box 525g
Troo Health Care,Pharma,8.97,2184.0,4.5,"Multi Vitamins with Iron Supplement - 180 Tablets - Daily One A Day Multivitamin with Vitamin C, B, A and D – Immune Support Suitable for Men and Women - UK Manufactured to GMP Standards"
Mars,Grocery,1.35,1569.0,4.6,"Galaxy Cookie Crumble Milk Chocolate Bar, Chocolate Gift, Movie Night Snacks, Sharing Bar, 114g"
Igennus Healthcare Nutrition,Pharma,16.99,815.0,4.6,"Methylated Men's Multivitamin, MTHFR Supplement, Active B-Vitamins, 21 Highly Bioavailable Nutrients, Clean Label, Slow Release, Energy & Heart Health, 60 Easy-to-Swallow Vegan Tablets, by Igennus"
Akynite,Home,10.78,1239.0,4.6,"Spotlight Bulbs R50 E14 LED Cool White 6000K, 120° Beam Angle, 5W Replace E14 Reflector Bulbs 40W 50W, 500LM, R50 SES Small Edison Screw LED Light Bulbs, Non-dimmable, Pack of 6"
Centrum,Pharma,20.74,2552.0,4.7,"Centrum Advance 50+ Multivitamin Tablets for Men and Women, 180 Tablets Vitamins with 24 Essential Nutrients with Vitamin C, D and Zinc(Packaging and Tablet colour may vary slightly)"
Maltesers,Grocery,1.65,2699.0,4.7,"Maltesers Chocolate Pouch, 102 g"
Oxford Organics,Pharma,13.95,347.0,4.4,"A-Z Multivitamins and Minerals boosted with Turmeric - 180 Vegan Multivitamin Tablets for Women & Men - One a day - 27 Key Nutrients - 100% NRV Multivitamin with Iron, Zinc, Vitamins B, C, D - UK Made"
Nu U Nutrition,Pharma,8.97,80.0,4.6,"Multivitamin Tablets for Men & Women - 180 Tablets - 6 Month Supply - 25 A-Z Multivitamins & Minerals Including Iron, Zinc & Vitamin D - One a Day - Made in The UK - Nu U Nutrition"
Ferrero,Grocery,13.16,21405.0,4.8,"Ferrero Collection Pralines, Christmas, Chocolate Gift, Gifts for Women and Men, Assorted Rocher, Coconut Raffaello and Dark Chocolate Rondnoir, Box of 32 (359g)"
PHILIPS,Home,14.39,26472.0,4.6,"PHILIPS LED Classic Light Bulb 6 Pack [GU10 Spot] 4.6 W - 50 W Equivalent, Warm White (2700K), Non Dimmable"
Lindens,Pharma,6.4,1623.0,4.6,"Lindens Multivitamin A-Z Daily Tablets - 90 Pack, UK Made, Perfect Vitamin & Mineral Balance of Vitamin A, C, D, E, B1, B2, B3, B6, B12, Folic Acid, Magnesium, Iron, Zinc & Iodine - Letterbox Friendly"
Time Health,Pharma,34.49,179.0,4.5,"Whole Food Plant-Derived Multi Vitamin 100%+ Daily with TetraSOD® Super Antioxidant - Natural, Non-Synthetic Vitamins - Highly Bioavailable - Zero Additives - UK Manufactured (180 Capsule Pouch)"
Ferrero,Grocery,2.25,2256.0,4.5,"Ferrero Rocher Original Milk Chocolate Bar and Hazelnut, 90g"
Seven Seas,Pharma,4.99,1580.0,4.6,"Seven Seas Complete Multivitamins Adult Tablets, 28 Count"
Nestlé,Grocery,16.86,711.0,4.4,"Nestlé Kitkat and Friends Big Biscuit Box | 69 x Chocolate Biscuit Bars - KitKat, Blue Riband, Toffee Crisp | Bulk Chocolate Box 1.357kg"
paul russells,Home,23.49,,,"paul russells Bayonet Cap Light Fitting B22, 60W Equivalent Bulb, Warm White 2700K, 6.5W 806lm LED Bulbs, BC C35 Candle Energy Saving Chandelier Lightbulbs, Non-Dimmable, Pack of 10"
Horbäach,Pharma,9.49,475.0,4.6,"Adult Multivitamin Gummies | 60 Count | 14 Essential Nutrients with Vitamins A, B12, C, D, & Zinc | Natural Strawberry Flavour | Vegan Supplement for Men & Women | by Horbaach"
Lindt,Grocery,6.3,5298.0,4.7,"Lindt Lindor Assorted Chocolate Truffles Box - Approx 16 balls, 200g - Chocolate Truffles with a Smooth Melting Filling - Gift Present - Valentine's Day, Birthday, Celebrations, Congratulations"
MOBU,Pharma,6.99,618.0,4.5,"Multivitamin & Iron 120 Tablets for Men & Women | Vitamin A, B, C, D and Iron | Immune Support & Daily Wellbeing Multivitamins with Iron | Vegetarian | MOBU UK"
The Postal Chocolatier,Grocery,9.99,683.0,4.5,"Cadbury Dairy Milk Chocolate Gift Box Hamper, Full Sized Bars, Letterbox Friendly, Perfect for Presents, Surprises Birthdays and Treats, Twirl, Double Decker, Crunchie (Medium Gift Box)"
Cadbury,Grocery,1.59,3468.0,4.6,Cadbury Wispa Gold Chocolate 4x38.3g
Galaxy,Grocery,1.65,6393.0,4.7,"Galaxy Minstrels Milk Chocolate Bag, 125g, Ideal as a Chocolate Gift, Chocolate Snacks or in a Chocolate Hamper"
Monty Bojangles,Grocery,12.85,9575.0,4.6,"Monty Bojangles Cocoa Dusted Truffles Gift Tower (3 x 100g Pack)- 3 Luxury Chocolate Truffle Boxes - Choccy Scoffy, Scrumple Nutty & Flutter Scotch- The Perfect Chocolate Gift Box Selection"
Credo Gifts,Grocery,34.99,3.0,4.6,Crunchy Almonds Chocolate Bar 360g with White Chocolate Bar 360g & Milk Chocolate Bar 360g - Bundle Consisting of Mixed Toblerone x3 Packs
Incite Nutrition,Pharma,9.99,2654.0,4.5,Multivitamin and Minerals | 180 Vegan Tablets | 26 Key Vitamins and Minerals for Women and Men | 6 Months Supply | Multivitamin Supplements 1 a Day Serving | Made in The UK by Incite Nutrition®
EKSAVE,Home,5.99,651.0,4.6,"EKSAVE G4 Halogen Bulbs 10W 12V 120lm T3 Bi-Pin Bulb for Under Cabinet Puck Light, Chandeliers, Track Lighting, 2700K, Warm White, Pack of 10"
Vanke,Home,6.99,1394.0,4.3,"Vanke E14 LED Light Bulb, Warm White 2700K Yellow Light, 6W (40 Watts Equivalent), SES Small Screw Light Bulb, 470 Lumen LED Golf Ball Bulbs, Non-Dimmable, Pack of 3"
Credo Gifts,Grocery,14.99,2.0,1.0,Chocolate Bar Bundle With Dairy Milk Chocolate Milk Chocolate Roll 55g (6 Pack)
Tailcas,Home,12.99,1500.0,3.8,"7W GU10 Led Bulbs Warm White, 3000K Spotlight Bulb, 50W Halogen Light Equivalent, 7W 500LM 38° Beam Angle No Flickering Non-dimmable 220-240V Lighting for Kitchens, Bedrooms, Hallways, Pack of 10"
Maltesers,Grocery,25.99,,,Maltesers Milk Chocolate & Honeycomb Bites Treat Bag 68g x 24 Bags
Vanke,Home,6.99,1189.0,4.5,"Vanke E14 LED Light Bulb, Warm White 2700K Yellow Light, 6W (40 Watts Equivalent), 470 Lumen LED Candle Bulb, SES Small Edison Screw Light Bulbs, Non-Dimmable, Pack of 3"
HP,Electronics,315.0,,,"HP EliteBook 840 G7 Laptop Intel Core I5-10310U (4 Cores, 4.9GHz), 16GB DDR4 RAM, 256GB SSD, US keyboard, Windows 10 Pro (Renewed)"
Centrum,Pharma,10.09,6233.0,4.6,"Centrum Women Multivitamin Tablets for Women, 60 Tablets, Vitamins with 23 Essential Nutrients, including Vitamin C, D, and Iron (Packaging and Tablet colour may vary slightly)"
Lenovo,Electronics,239.0,,,"Lenovo ThinkPad T490 Business Laptop, 14"" FHD (1920 x 1080), Intel Core i5-8365U Processor 1.6GHz, 16GB RAM, 256GB SSD, US Keyboard, Windows 10 Pro (Renewed)"
paul russells,Home,12.46,66.0,4.5,"paul russells LED GLS Lights Bayonet Cap BC, 60w Equivalent, 8watt 806LM LED Bulbs, 2700K Warm White, Classic Frosted A60 Standard B22 Energy Saving (Not Dimmable) Large Globe Lamps, Pack of 6"
Keepsmile,Home,24.99,33.0,4.4,"Keepsmile E27 Smart Bulbs, 10W WiFi Bluetooth Music Sync Color Changing RGBWW Smart Bulbs That Work with Alexa, Google Assistant & Google Home, Dimmable 800LM & 16 Million Colors LED Bulb (4)"
MOREPC,Electronics,349.0,2.0,5.0,"MOREPC 14-inch Laptop with Celeron N95, 16GB DDR4, Windows 11 Pro, Fingerprint Scanner, and Colorful backlit keyboard, Ideal for Office and Everyday Use (16+256G SSD)"
Generic,Electronics,249.99,,,"HP Chromebook 14"" | Intel Processor N100 Processor| 8 GB RAM | 128 GB Flash Storage | Intel UHD Graphics | FHD Display | Up to 12hrs battery | Chrome OS | Dual Speakers | Glacier Silver | 14a-nf0003sa"
GMY,Home,11.99,2135.0,4.4,"GMY MR16 Halogen Light Bulbs 50W 12V GU5.3 Spotlights for Ceiling Light Dimmable, 4000 Hours Extra Long Lifetime, 36° Beam Angle, 3000K Warm White, 2 Pin Base, Dichroic 6 Pack"
Lenovo,Electronics,173.8,384.0,4.2,Lenovo IdeaPad Chromebook | 11.6 Inch HD Laptop | Intel Celeron N4500 | 4GB RAM | 64GB eMMC | Chromebook OS | Maca Blue
jumper,Electronics,329.99,4.0,5.0,"jumper 15.6 inch Laptop, 1920x1080 Full HD Display Laptops, 5305U Processor, 12GB RAM 640GB (512G SSD+128G eMMc), 5000mAh Battery, Office 365 1-Year Subscription, WiFi 5G, Keyboard Film UK."
Dell,Electronics,174.99,2.0,5.0,"Dell Latitude 5590 15.6"" Laptop, Intel i5-8250U, 16GB Ram, 256GB SSD, Windows 10 Pro (Renewed)"
ACEMAGIC,Electronics,399.99,59.0,4.4,"ACEMAGIC 15.6 inch FHD Laptop Computer - Quad-Core N150 Processor Up to 3.6GHz（Beat N-100） Laptop, 16GB DDR4 512GB SSD Notebook, Support WiFi 5, BT5.0, 3*USB3.2, 5000mAh Battery, Metal Case"
Flaspar,Home,7.49,470.0,4.6,"Flaspar Bayonet Light Bulbs, 100W Equivalent B22 LED Bulbs Bayonet, 6000K Cool White, 1200LM, 13W Daylight Bulbs BC GLS A60 Energy Saving for Chandelier, Living Room, Non-dimmable, Pack of 3"
Fsjun,Electronics,389.99,,,"Fsjun 14.1'' Pink Laptop, Celeron N5105 CPU (Up to 2.9 Ghz), 16G RAM 1TB SSD, 2K UHD(2160 * 1440) IPS Display, Win 11 Pro/Office19, Webcam, 6000MAh, WiFi, Backlit KB, Fingerprint Unlock (16G+1TB)"
ASUS,Electronics,148.0,1043.0,4.3,"ASUS Chromebook 14 CX1400CKA Full HD Chromebook (Intel Celeron N4500, 4GB RAM, 64GB eMMC, Google Chrome OS)"
Vanke,Home,6.99,1293.0,4.6,"Vanke Bayonet Light Bulb 60w Equivalent, Cool White 6000K, 9w Energy Saver Bulb, 806 Lumen B22 LED Bulbs, Non-Dimmable,Pack of 3"
Saras Flavours of Asia,Grocery,14.95,80.0,4.6,Fry's Turkish Delight Chocolate Bar 51g (Pack of 21) | Sweet Rose-Flavored Jelly Center Covered in Milk Chocolate | Classic Treat for Chocolate Enthusiasts
Zipvit,Pharma,14.97,1262.0,4.7,Multivitamin Tablets - Vegan Multivitamin for Women & Men - 180 Tablets - 6 Months Supply - with 25 Essential Active Vitamins & Minerals. Supports Bone Health and Your Immune System. UK Supplier
ACEMAGIC,Electronics,379.99,122.0,4.3,"ACEMAGIC Laptop Computer 15.6 inch - Quad-Core Alder Lake N-95 Processor Up to 3.4GHz (Beat N5095) Notebook Laptops, 16GB Ram DDR4 512GB SSD Student Laptop, Support 1080P, TF Card, WiFi, BT5.0"
FANKEELY,Home,6.99,,,"FANKEELY G9 Halogen Light Bulbs 28W - Pack of 10 Dimmable Bulbs for Lamps, Warm White of 2800K, Long-Lasting - Ideal for Home Lighting"
Acer,Electronics,221.65,178.0,4.3,"Acer Aspire 1 A115-32 Laptop - Intel Celeron N4500, 4GB, 64GB eMMC, Integrated Graphics, 15.6-inch FHD, Windows 11, Silver"
Horbäach,Pharma,14.99,781.0,4.4,"Multivitamin Tablets for Men and Women | 365 Count | with 24 Essential Nutrients Including Vitamin D, B12, Zinc and Iron | 100% Vegan Supplement | by Horbaach"
Lepro,Home,9.99,5374.0,4.6,"Lepro E14 LED Light Bulb, Small Edison Screw SES Candle Bulbs, 4.9W 470lm, 40W Equivalent E14 Bulb, Warm White 2700K E14 LED Bulb, Energy Saving Candle Light Bulbs, Non-dimmable, Pack of 6"
Amazon Basics,Home,8.1,9364.0,4.5,"Amazon Basics LED E27 Edison Screw Bulb, 7W (Equivalent to 60W), Clear Filament, Warm White, Non Dimmable, (Pack of 2)"
Natures Aid,Pharma,6.99,6671.0,4.2,"Natures Aid Multi-Vitamins and Minerals, 90 Capsules(Packaging may vary)"
HP,Electronics,429.99,1046.0,4.4,"HP 15"" Laptop, AMD Ryzen 3-5300U Processor, 8 GB RAM, 256 GB SSD, AMD Radeon Graphics, FHD Display, Up to 9 hrs 30 battery, Win 11, Dual Speakers, Natural Silver, 15s-eq2020sa"
Inspired Essentials,Home,6.74,270.0,4.5,"B22 Bayonet LED Bulb, Warm White 3000K, 60W 60 Watts Equivalent, 8.5W B22 GLS Bulbs, Light Bulbs, 806 Lumen, Non-Dimmable, Pack of 4"
Bassetts Vitamins,Pharma,8.99,1696.0,4.7,Bassetts Vitamins Adult Raspberry & Pomegranate Flavour Multivitamins 60 Gummy Pastilles
LEEDOW,Electronics,169.99,35.0,4.7,"Laptop Computer Celeron N4000 Dual Core,14 inch laptop 6GB RAM 128GB SSD,Supports 2.4G/5G WiFi,Fan-less design Portable Laptop,W 11pro,Bluetooth 5.0,USB 3.0 ports,Mini-HDMI,Ethernet Adapter"
Optimum Nutrition,Pharma,22.49,4021.0,4.6,"Optimum Nutrition Opti-Men Multi-Vitamin Supplements for Men with Vitamin D, Vitamin C, Vitamin B6 and Amino Acids, Unflavoured, 60 Servings, 180 Capsules"
OCELOTX,Electronics,138.99,100.0,3.6,"OCELOTX 14 inch UltraX HD laptop Windows 10 6GB Memory, 2.4 ghz 128 gb ROM HD display screen."
three strawberry ltd,Grocery,29.99,2003.0,4.2,"The Ultimate Hand Boxed Luxury Chocolate Hamper, 31 Different Full Size Bars"
Acer,Electronics,,334.0,4.4,"Acer Aspire Go 15 AG15-31P Laptop - Intel Core i3-N305, 8GB, 256GB SSD, Integrated Graphics, 15.6"" Full HD, Windows 11, Silver"
PH PROWISE Healthcare,Pharma,13.99,939.0,4.4,"A-Z Multivitamins and Minerals I 365 Vegan A-Z Vitamins Tablets (1 Yr Supply) I 26 Essential Active Vitamins, Minerals & Micronutrients for Men & Women I Made in The UK by Prowise Healthcare"
Flaspar,Home,11.99,412.0,4.4,"Flaspar Bayonet Light Bulbs 60W Equivalent, 7W B22 Candle LED Bulbs Bayonet 3000K Warm White, 600LM, B22 LED Bulb for Chandeliers, Wall Lamps, Ceiling Fixtures, 6 Pack"
Belns Melns,Home,5.98,6057.0,4.5,G4 Halogen Light Bulbs 10W 12V Clear Capsule 2 Pin Lamp Bulb Halogen Pin Base Warm White Dimmable 10 Pack
HP,Electronics,299.99,474.0,4.0,"HP 14"" Laptop, Intel Core i3-1215U Processor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, FHD Display, Up to 8hrs battery, Win 11, Dual Speakers, Natural Silver, 14s-dq5003sa"
Vitawell,Pharma,9.99,701.0,4.6,Vitawell Adult Multivitamin Gummies - 120 Raspberry Flavour Gummies | Complex Vitamin D Formula | Chewable Multivitamins for Men & Women | 10 Essential Adult Vitamins - 2 Month Supply
